genome id,genome name,gene contents,number of genes,GC content,taxonomy,genome size,Have multi-copy gene
MK281458.1,Vischeria sp. ACOI 3415,"['rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'cbbX', 'ftsH', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3', 'dnaK', 'ycf34', 'psbD', 'psbC', 'psaM', 'chlI', 'ycf59', 'clpN', 'chlB', 'ycf66', 'psbX', 'psaF', 'rpl32', 'petJ', 'psbV', 'clpC_B', 'psaC', 'psaJ', 'thiG', 'rpl19', 'rpl27', 'rpl21', 'eboF', 'eboE', 'eboD', 'eboC', 'eboB', 'eboA', 'ycf54', 'ycf60', 'orf1', 'secA', 'rpl34', 'ycf46', 'ccs1', 'rps6', 'ccsA', 'sufB', 'sufC', 'clpC_A', 'psbY', 'ycf12', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'ycf3', 'atpB', 'atpE', 'tatC', 'petA', 'thiS', 'rbcL', 'rbcS', 'psbA', 'chlN', 'chlL', 'psbI', 'psaD', 'ycf36', 'secG', 'petM', 'petN', 'rps16', 'ycf19', 'rps4', 'psb28', 'groEL', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'ycf49', 'petL', 'psaL', 'ilvB', 'rpl35', 'rpl20', 'rpl19', 'thiG', 'psaJ', 'psaC', 'clpC_B', 'psbV', 'petJ', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'ycf95']",143,0.32432411042167913,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'Eustigmatophyceae', 'Eustigmatales', 'Chlorobotryaceae', 'Vischeria']",126352,True
OR361335.1,Anunuuluaehu liula,"['orf337', 'leuD', 'leuC', 'orf129', 'orf158', 'orf319', 'orf114', 'orf112', 'dnaK', 'psbZ', 'psbK', 'petG', 'rps14', 'psaB', 'psaA', 'accB', 'ycf86', 'ycf45', 'acpP', 'psaD', 'ycf59', 'petN', 'petM', 'secG', 'bas1', 'pbsA', 'rpl35', 'rpl20', 'preA', 'odpA', 'odpB', 'petA', 'tatC', 'apcE', 'apcA', 'apcB', 'atpE', 'atpB', 'ycf3', 'infB', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'tsf', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'sufC', 'sufB', 'orf276', 'ycf39', 'ycf41', 'psbI', 'ycf58', 'orf745', 'cemA', 'orf427', 'ycf4', 'petL', 'psaL', 'rpl28', 'trxA', 'rbcL', 'rbcS', 'cbbX', 'ycf34', 'ilvH', 'infC', 'rps4', 'orf487', 'orf124', 'ycf91', 'apcF', 'ycf20', 'cpcG', 'nblA', 'cpeB', 'cpeA', 'ccsA', 'psaK', 'accA', 'ycf22', 'ycf23', 'psaC', 'gltB', 'ycf61', 'cpcB', 'cpcA', 'pgmA', 'ycf21', 'secA', 'trpA', 'ycf62', 'orf136', 'ycf12', 'ftrB', 'leuC', 'leuD', 'orf132', 'orf131', 'orf113', 'orf102', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'orf115', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'orf123', 'clpC', 'dnaB', 'rpl9', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'ycf29', 'thiS', 'rps1', 'rnpB', 'syfB', 'psbW', 'orf100', 'syh', 'groEL', 'orf157', 'ycf65', 'rps16', 'ycf19', 'orf203', 'psbC', 'psbD', 'ompR', 'rps6', 'ycf60', 'thiG', 'trpG', 'ccs1', 'dsbD', 'ycf35', 'psbA', 'rne', 'rpl27', 'rpl21', 'rnz', 'rpl32', 'psbY', 'lysR', 'ycf54', 'ycf55', 'ycf53', 'carA', 'petJ', 'psbV', 'accD', 'psbX', 'fabH', 'apcD', 'psaJ', 'psaF', 'ycf52', 'ycf37', 'rpl34', 'ycf46', 'psaM', 'chlI', 'ycf63', 'dfr', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI']",218,0.28316199414624704,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Gigartinales', 'Phyllophoraceae', 'Anunuuluaehu']",206705,True
NC_031172.1,Apophlaea sinclairii,"['dnaK', 'psbZ', 'psbK', 'petG', 'rps14', 'psaB', 'psaA', 'accB', 'ycf45', 'acpP', 'psaD', 'chlB', 'orf461', 'acsF', 'petN', 'petM', 'ORF73', 'ycf36', 'bas1', 'rpl35', 'rpl20', 'preA', 'odpA', 'odpB', 'petA', 'tatC', 'apcE', 'apcA', 'apcB', 'atpE', 'atpB', 'ycf3', 'infB', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'tsf', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'sufC', 'sufB', 'trxA', 'rpl28', 'orf58', 'psaL', 'petL', 'ycf4', 'orf457', 'cemA', 'ftrB', 'ycf21', 'secA', 'trpA', 'tilS', 'apcF', 'ycf20', 'cpcG', 'nblA', 'cpeB', 'cpeA', 'psaK', 'ccsA', 'psaC', 'gltB', 'ycf61', 'cpcB', 'cpcA', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'accA', 'ycf22', 'cbbX', 'rbcS', 'rbcL', 'psbI', 'ycf41', 'ycf39', 'ilvH', 'infC', 'rps4', 'ycf80', 'ORF114', 'ycf63', 'chlI', 'ycf53', 'ycf55', 'ycf54', 'rbcR', 'psbY', 'rpl32', 'ycf56', 'rpl21', 'rpl27', 'rne', 'carA', 'petJ', 'psbV', 'accD', 'psbX', 'apcD', 'psaJ', 'psaF', 'ycf52', 'ycf37', 'rpl34', 'chlN', 'chlL', 'psaM', 'ftsH', 'psbA', 'argB', 'orf333', 'ilvB', 'rpl19', 'GATase', 'clpC', 'dnaB', 'rpl9', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'ycf29', 'ycf40', 'rps1', 'psbD', 'psbC', 'ycf19', 'rps16', 'ycf65', 'groEL', 'syh', 'psbW', 'syfB', 'ycf27', 'rps6', 'ycf60', 'thiG', 'ccs1', 'psaE', 'psbH', 'psbN', 'psbT', 'psbB', 'ycf38', 'petF', 'rps10', 'tufA', 'rps7', 'rps12', 'rpl31', 'rps9', 'rpl13', 'rpoA', 'rps11', 'rps13', 'rpl36', 'secY', 'rps5', 'rpl18', 'rpl6', 'rps8', 'rpl5', 'rpl24', 'rpl14', 'rps17', 'rpl29', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'rpl4', 'rpl3']",189,0.3045325235560769,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Hildenbrandiophycidae', 'Hildenbrandiales', 'Hildenbrandiaceae', 'Apophlaea']",182437,False
NC_012575.1,Micromonas commoda,[],0,0.3884549149273266,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Mamiellophyceae', 'Mamiellales', 'Mamiellaceae', 'Micromonas']",72585,False
MH898670.1,Discoplastis spathirhyncha,"['chlI', 'psbD', 'psbC', 'mat2', 'ycf13', 'psbA', 'ycf65', 'psaM', 'ycf12', 'psbK', 'rps11', 'rps4', 'psaI', 'rpoC2', 'rpoC1', 'rpoB', 'rps2', 'atpI', 'atpH', 'atpF', 'atpA', 'rps18', 'psaJ', 'rpoA', 'psbZ', 'rpl12', 'rps9', 'psaC', 'rpl32', 'rbcL', 'atpE', 'atpB', 'petB', 'psbN', 'psbH', 'psbT', 'psbB', 'rps14', 'rpl36', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'rps3', 'rpl22', 'rps19', 'rpl2', 'rpl23', 'psbJ', 'psbL', 'psbF', 'psbE', 'psaB', 'psaA', 'petG', 'psbI', 'rpl20', 'rps12', 'rps7', 'tufA', 'ycf4']",61,0.29285407929851315,"['Eukaryota', 'Discoba', 'Euglenozoa', 'Euglenida', 'Spirocuta', 'Euglenophyceae', 'Euglenales', 'Phacaceae', 'Discoplastis']",83936,False
PQ652170.1,Bryopsis hypnoides,"['psaJ', 'rpoC1', 'ycf3', 'rps18', 'rpl20', 'psbM', 'rps7', 'ycf4', 'psbA', 'rbcL', 'petG', 'atpA', 'atpH', 'atpI', 'rps2', 'rpl32', 'rps9', 'cysT', 'rpoA', 'rps11', 'rpl36', 'infA', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'rps3', 'rps19', 'rpl2', 'petA', 'psaC', 'chlB', 'psaA', 'psaB', 'psbZ', 'psbD', 'psbC', 'chlN', 'chlL', 'cysA', 'psbH', 'psbI', 'psbN', 'psbK', 'cemA', 'atpE', 'atpB', 'rps14', 'petB', 'petD', 'rps4', 'clpP', 'tufA', 'accD', 'psbE', 'psbF', 'psbL', 'psbJ', 'psbJ']",59,0.30657984185480697,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Ulvophyceae', 'TCBD clade', 'Bryopsidales', 'Bryopsidineae', 'Bryopsidaceae', 'Bryopsis']",139745,True
MH511734.1,Colemanosphaera angeleri,"['psbA', 'rbcL', 'psaB', 'rpoBb', 'rpoBa', 'psbF', 'psbL', 'petG', 'rps3', 'rpoC2', 'psbE', 'rps9', 'ycf4', 'ycf3', 'rps18', 'rps2', 'rpoA', 'atpA', 'psbI', 'cemA', 'atpH', 'atpF', 'rps11', 'chlN', 'psbB', 'psbT', 'psbN', 'psbH', 'psaA', 'ccsA', 'psbZ', 'psbM', 'rps14', 'rps7', 'atpE', 'ycf12', 'rbcL', 'psbA', 'rps4', 'atpB', 'ycf1', 'rps12', 'psaJ', 'atpI', 'psbJ', 'psbD', 'chlB', 'petD', 'petA', 'rpoC1', 'orf450', 'orf402', 'petL', 'psaC', 'psbC', 'ftsH', 'psbK', 'tufA', 'rpl20', 'clpP', 'petB', 'chlL', 'rpl36', 'rpl23', 'rpl2', 'rps19', 'rpl16', 'rpl14', 'rpl5', 'rps8', 'rps4']",71,0.31299688008540894,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'core chlorophytes', 'Chlorophyceae', 'CS clade', 'Chlamydomonadales', 'Volvocaceae', 'Colemanosphaera']",192954,True
NC_059722.1,Nephroselmis pyriformis,"['psaB', 'psaA', 'chlB', 'ftsI', 'psbA', 'rps14', 'ycf3', 'petN', 'cysA', 'chlI', 'psbZ', 'ycf2', 'rpl20', 'rps18', 'psaJ', 'rps12', 'rps7', 'tufA', 'rpl19', 'ycf4', 'cemA', 'petA', 'orf186a', 'petL', 'petG', 'psbD', 'psbC', 'ycf62', 'ycf47', 'ycf12', 'psbK', 'ndhC', 'ndhK', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'psbI', 'rps4', 'psbM', 'ndhB', 'accD', 'rpl23', 'rpl2', 'rps19', 'rps3', 'rpl16', 'rpl14', 'rpl5', 'rps8', 'infA', 'rpl36', 'rps11', 'rpoA', 'rps9', 'rpl12', 'petB', 'petD', 'psbB', 'psbT', 'psbN', 'psbH', 'atpE', 'atpB', 'rbcL', 'clpP', 'rpoB', 'rpoC1', 'rpoC2', 'rps2', 'atpI', 'atpH', 'atpF', 'atpA', 'ccsA', 'ftsW', 'minD', 'ndhF', 'ndhH', 'ndhA', 'ndhI', 'ndhG', 'ndhE', 'ycf20', 'orf120b', 'rpl32', 'cysT', 'ycf1', 'psaC', 'ndhD', 'chlL', 'chlN', 'orf160b']",94,0.4687640732801326,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Nephroselmidophyceae', 'Nephroselmidales', 'Nephroselmidaceae', 'Nephroselmis']",111026,False
OP298011.1,Chlamydomonas chlamydogama,"['cemA', 'psbI', 'atpA', 'psbK', 'rpl20', 'chlB', 'petD', 'petA', 'rpoC1', 'tufA', 'psbC', 'ftsH', 'atpB', 'petL', 'psaC', 'rpl36', 'petB', 'chlL', 'clpP', 'rps4', 'rpl24', 'rpl2', 'rps19', 'psbD', 'psaA', 'psbJ', 'atpI', 'psaJ', 'rps12', 'ORF GIIM', 'psaA', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'ycf1', 'psbA', 'rps18', 'rps2', 'psbB', 'psbT', 'psbN', 'psbH', 'psbE', 'rps9', 'ycf4', 'ycf3', 'rbcL', 'atpH', 'atpF', 'atpE', 'rps7', 'rps14', 'psbM', 'psbZ', 'ccsA', 'psaB', 'rps11', 'ycf12', 'rpoA', 'chlN', 'rpoB-2', 'rpoB-1', 'psbF', 'psbL', 'petG', 'rps3', 'rpoC2', 'psbA']",69,0.27566232260341306,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'core chlorophytes', 'Chlorophyceae', 'CS clade', 'Chlamydomonadales', 'Chlamydomonadaceae', 'Chlamydomonas']",198355,True
MH898941.1,Osmundea sinicola,"['ycf46', 'rpl34', 'ycf37', 'ycf52', 'psaF', 'psaJ', 'apcD', 'fabH', 'psbX', 'accD', 'psbV', 'petJ', 'carA', 'ycf53', 'ycf55', 'ycf54', 'lysR', 'psbY', 'rpl32', 'rnz', 'rpl21', 'rpl27', 'rne', 'psbA', 'ycf35', 'dsbD', 'ccs1B', 'trpG', 'thiG', 'ycf60', 'rps6', 'psaM', 'chlI', 'ycf63', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'psb30', 'tilS', 'trpA', 'secA', 'ycf21', 'pgmA', 'cpcA', 'cpcB', 'rpoZ', 'gltB', 'psaC', 'ycf23', 'accA', 'psaK', 'ccs1A', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'apcF', 'ConsOrf2', 'ycf80', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'trxA', 'rpl28', 'orf71', 'psaL', 'petL', 'ycf4', 'orf157', 'cemA', 'ycf58', 'psbI', 'ycf39', 'ConsOrf4', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'pbsA', 'bas1', 'ycf36', 'secG', 'petM', 'petN', 'acsF', 'psaD', 'acpP', 'ycf45', 'petP', 'accB', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'petF', 'rps10', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'clpC', 'dnaB', 'rpl9', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ntcA', 'ycf29', 'thiS', 'rps1', 'syfB', 'psbW', 'syh', 'groEL', 'ycf65', 'ycf19', 'upp', 'psbC', 'psbD', 'ompR']",194,0.28634515427111346,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Ceramiales', 'Rhodomelaceae', 'Laurencieae', 'Osmundea']",171419,False
OK189527.1,Ostreobium quekettii,"['psaI', 'petA', 'rpl23', 'rpl2', 'rps19', 'rps3', 'rpl16', 'rpl14', 'rpl5', 'rps8', 'infA', 'rpl36', 'rps11', 'rpoA', 'ycf1', 'cysT', 'ycf47', 'rpl12', 'rps9', 'rpl32', 'petD', 'petB', 'rps14', 'atpB', 'atpE', 'psaM', 'psb30', 'psbK', 'psbN', 'psbI', 'chlB', 'orf122', 'orf134', 'psaA', 'psaB', 'psbZ', 'psbD', 'psbC', 'chlN', 'chlL', 'ccs1', 'cysA', 'psbB', 'psbT', 'psbH', 'clpP', 'rpl19', 'tufA', 'psbA', 'orf472', 'chlI', 'ycf4', 'atpA', 'atpF', 'atpH', 'atpI', 'rps2', 'petL', 'psaJ', 'rpoC2', 'rpoC1', 'rpoB', 'petG', 'rbcL', 'rps12', 'rps7', 'accD', 'psbE', 'psbF', 'psbL', 'psbJ', 'rps4', 'psaC', 'ycf20', 'ftsH', 'psbM', 'rpl20', 'rps18', 'ycf3']",79,0.34447758322108907,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'Ulvophyceae', 'TCBD clade', 'Bryopsidales', 'Ostreobineae', 'Ostreobiaceae', 'Ostreobium']",83152,False
KT625414.1,Jenufa minuta,"['rpoC2', 'rps3', 'petG', 'psbL', 'psbF', 'rpoBa', 'rpoBb', 'psbC', 'orf230', 'orf218', 'orf72', 'psaC', 'petL', 'psbD', 'orf414', 'psaA', 'psbJ', 'atpI', 'psaJ', 'rps12', 'rbcL', 'psbK', 'psbH', 'psbN', 'psbT', 'psbB', 'orf306', 'orf608', 'infA', 'rps2', 'chlL', 'rpl36', 'chlB', 'ycf12', 'rps11', 'rpl32', 'rpl20', 'ycf3', 'ycf4', 'rps9', 'psbE', 'atpA', 'psbI', 'cemA', 'rpl12', 'chlN', 'atpH', 'atpF', 'psbA', 'orf119', 'orf134', 'orf125', 'orf215', 'orf373', 'ftsH', 'orf333', 'orf579', 'rps4', 'clpP', 'rpoA', 'rpoC1', 'petD', 'petA', 'atpE', 'rps7', 'rpl23', 'rpl2', 'rps19', 'atpB', 'rps18', 'petB', 'tufA', 'psaB', 'orf204', 'orf227', 'orf364', 'ccsA', 'psbZ', 'psbM', 'rps14', 'orf700', 'rps8', 'rpl5', 'rpl14', 'rpl16', 'ycf1', 'orf373', 'orf215', 'orf125']",89,0.31809560673504933,"['Eukaryota', 'Viridiplantae', 'Chlorophyta', 'core chlorophytes', 'Chlorophyceae', 'Jenufa']",206680,True
MH396009.1,Gracilaria caudata,"['rps6', 'ycf60', 'thiG', 'trpG', 'ccs1', 'dsbD', 'ycf35', 'psbA', 'rne', 'rpl27', 'rpl21', 'rnz', 'rpl32', 'psbY', 'lysR', 'ycf54', 'ycf55', 'ycf53', 'carA', 'petJ', 'psbV', 'accD', 'psbX', 'fabH', 'apcD', 'psaJ', 'psaF', 'ycf52', 'ycf37', 'rpl34', 'ycf46', 'psaM', 'chlI', 'ycf63', 'dfr', 'psbE', 'psbF', 'psbL', 'psbJ', 'psaI', 'ftrB', 'ycf12', 'ycf62', 'trpA', 'secA', 'ycf21', 'pgmA', 'cpcA', 'cpcB', 'ycf61', 'gltB', 'psaC', 'ycf22', 'accA', 'psaK', 'ccsA', 'cpeA', 'cpeB', 'nblA', 'cpcG', 'ycf20', 'apcF', 'orf252', 'orf444', 'rps4', 'infC', 'ilvH', 'ycf34', 'cbbX', 'rbcS', 'rbcL', 'trxA', 'rpl28', 'orf265', 'psaL', 'petL', 'ycf4', 'orf212', 'orf196', 'cemA', 'orf223', 'orf439', 'ycf58', 'psbI', 'ycf41', 'ycf39', 'orf241', 'sufB', 'sufC', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'rpl33', 'rps18', 'infB', 'ycf3', 'atpB', 'atpE', 'apcB', 'apcA', 'apcE', 'tatC', 'petA', 'odpB', 'odpA', 'preA', 'rpl20', 'rpl35', 'pbsA', 'bas1', 'ycf36', 'secG', 'petM', 'petN', 'ycf59', 'psaD', 'acpP', 'ycf45', 'accB', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'psbZ', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'orf113', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'argB', 'ycf33', 'ilvB', 'rpl19', 'orf134', 'dnaB', 'clpC', 'psbW', 'syfB', 'rps1', 'thiS', 'ycf29', 'ntcA', 'petB', 'petD', 'rpl12', 'rpl1', 'rpl11', 'moeB', 'rpl9', 'syh', 'groEL', 'orf149', 'ycf65', 'rps16', 'ycf19', 'orf180', 'ycf17', 'psbC', 'psbD', 'orf142', 'ompR']",204,0.28830774108553403,"['Eukaryota', 'Rhodophyta', 'Florideophyceae', 'Rhodymeniophycidae', 'Gracilariales', 'Gracilariaceae', 'Gracilaria']",182933,False
NC_044182.1,Lessonia spicata,"['ycf37', 'psaM', 'chlI', 'petB', 'petD', 'atpA', 'atpD', 'atpF', 'atpG', 'atpH', 'atpI', 'tsf', 'rps2', 'rpoC2', 'rpoC1', 'rpoB', 'rps20', 'psaD', 'chlB', 'cp30', 'ccs1', 'ycf46', 'rpl34', 'secA', 'ycf54', 'thiG', 'psbI', 'dnaK', 'groEL', 'petJ', 'psbV', 'ycf66', 'psbX', 'rpl27', 'rpl19', 'ycf47', 'petM', 'petN', 'acsF', 'ycf42', 'rpl35', 'rpl20', 'ilvH', 'ycf34', 'rbcL', 'rbcS', 'psaA', 'psaB', 'rps14', 'petG', 'psbK', 'ccsA', 'chlL', 'chlN', 'psaF', 'psaJ', 'cp74', 'petA', 'tatC', 'atpE', 'atpB', 'ycf3', 'rps18', 'rpl33', 'clpC', 'psaC', 'psbA', 'cbbx', 'ycf12', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'psaL', 'rbcR', 'psbY', 'rpl32', 'rpl21', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'psaE', 'ftsH', 'psbH', 'psbN', 'psbT', 'psbB', 'petF', 'rpl12', 'rpl1', 'rpl11', 'dnaB', 'rpl9', 'psbW', 'syfB', 'rps1', 'ycf40', 'ycf35', 'ycf24', 'ycf16', 'psbD', 'psbC', 'ycf41', 'ycf39', 'ycf33', 'ilvB', 'rps4', 'ycf65', 'rps16', 'ycf19', 'ycf17']",140,0.30862207896857374,"['Eukaryota', 'Sar', 'Stramenopiles', 'Ochrophyta', 'PX clade', 'Phaeophyceae', 'Laminariales', 'Lessoniaceae', 'Lessonia']",130305,False
KJ569775.1,Cyanidiaceae sp. MX-AZ01,"['ycf24', 'ycf16', 'ycf12', 'ycf62', 'trpA', 'infB', 'rps4', 'ycf80', 'rpl28', 'trxM', 'rbcL', 'rbcS', 'cbbX', 'ilvH', 'ycf84', 'ycf85', 'infC', 'chlI', 'trmE', 'lpxC', 'lpxA', 'psaM', 'orf01', 'rpl21', 'rpl27', 'carA', 'ycf53', 'ycf55', 'cobA', 'ycf54', 'crtR', 'cysW', 'cyst', 'rbcR', 'psbY', 'rpl32', 'psbA', 'apcF', 'ycf20', 'lipB', 'cpcG', 'nblA', 'ccsA', 'psaK', 'accA', 'ycf22', 'ycf23', 'psaC', 'gltB', 'rpoZ', 'glmS', 'cpcA', 'cpcB', 'orf02', 'orf03', 'orf04', 'ycf83', 'mene', 'menC', 'menA', 'mend', 'menF', 'orf05', 'menB', 'ycf17', 'rpl19', 'clpC', 'dnaB', 'moeB', 'rpl11', 'rpl1', 'rpl12', 'petD', 'petB', 'ycf28', 'ycf29', 'ycf40', 'rps1', 'psbW', 'groEL', 'orf06', 'ycf65', 'rps16', 'ycf19', 'psbC', 'psbD', 'ycf27', 'ycf82', 'ilvB', 'ycf33', 'psbB', 'psbT', 'psbN', 'psbH', 'psaE', 'ftsH', 'acpP', 'ycf86', 'accB', 'psaA', 'psaB', 'rps14', 'hisH', 'petG', 'psbK', 'psbZ', 'psaD', 'orf07', 'petM', 'petN', 'ycf59', 'rpl35', 'rpl20', 'preA', 'odpA', 'odpB', 'petA', 'tatC', 'apcE', 'apcA', 'apcB', 'orf08', 'argB', 'hupA', 'dnaK', 'rpl3', 'rpl4', 'rpl23', 'rpl2', 'rps19', 'rpl22', 'rps3', 'rpl16', 'rpl29', 'rps17', 'rpl14', 'rpl24', 'rpl5', 'rps8', 'rpl6', 'rpl18', 'rps5', 'secY', 'rpl36', 'rps13', 'rps11', 'rpoA', 'rpl13', 'rps9', 'rpl31', 'rps12', 'rps7', 'tufA', 'rps10', 'petF', 'ycf38', 'atpE', 'atpB', 'ycf3', 'orf09', 'ycf52', 'psaF', 'psaJ', 'apcD', 'psbX', 'accD', 'psbV', 'petJ', 'ycxr', 'rps18', 'rpl33', 'rps20', 'rpoB', 'rpoC', 'rps2', 'tsf', 'atpI', 'atpH', 'atpG', 'atpF', 'atpD', 'atpA', 'ftrB', 'psaI', 'psbJ', 'psbL', 'psbF', 'psbE', 'ycf4', 'ycf49', 'petL', 'psaL', 'cemA', 'ycf83', 'orf10', 'orf11', 'orf12', 'psbI', 'cpcB', 'cpcA', 'orf13', 'secA', 'rpl34', 'ccs1', 'trpG', 'thiG', 'ycf60', 'rps6', 'orf14', 'ycf39']",210,0.37485656174201043,"['Eukaryota', 'Rhodophyta', 'Bangiophyceae', 'Cyanidiales', 'Cyanidiaceae']",145533,True
