genomeid	length	type	structure	release_date
LT622864	184395	DNA	linear	13-OCT-2016
LT622865	181215	DNA	linear	13-OCT-2016
LT622866	185694	DNA	linear	13-OCT-2016
LT622867	184728	DNA	linear	13-OCT-2016
LT622868	183248	DNA	linear	13-OCT-2016
LT622869	182933	DNA	linear	13-OCT-2016
LT622870	189564	DNA	linear	13-OCT-2016
LT622871	182930	DNA	linear	13-OCT-2016
LT622872	183313	DNA	linear	13-OCT-2016
LT622873	183795	DNA	linear	13-OCT-2016
LT622874	183356	DNA	linear	13-OCT-2016
LT622875	182460	DNA	linear	13-OCT-2016
LT622876	184585	DNA	linear	13-OCT-2016
LT622877	182937	DNA	linear	13-OCT-2016
LT622878	183497	DNA	linear	13-OCT-2016
NC_031367	115765	DNA	circular	03-APR-2023
NC_031368	131135	DNA	circular	03-APR-2023
NC_031425	141681	DNA	circular	03-APR-2023
NC_031654	184585	DNA	linear	03-APR-2023
NC_031655	184997	DNA	linear	03-APR-2023
NC_031656	184395	DNA	linear	03-APR-2023
NC_031657	181215	DNA	linear	03-APR-2023
NC_031658	185694	DNA	linear	03-APR-2023
NC_031659	184728	DNA	linear	03-APR-2023
NC_031660	183248	DNA	linear	03-APR-2023
NC_031661	182933	DNA	linear	03-APR-2023
NC_031662	189564	DNA	linear	03-APR-2023
NC_031663	183313	DNA	linear	03-APR-2023
NC_031664	183795	DNA	linear	03-APR-2023
NC_031665	183356	DNA	linear	03-APR-2023
NC_031666	182460	DNA	linear	03-APR-2023
NC_031667	182937	DNA	linear	03-APR-2023
NC_031668	183497	DNA	linear	03-APR-2023
KX507373	204438	DNA	circular	10-OCT-2016
KX619437	141681	DNA	circular	04-OCT-2016
NC_031144	194153	DNA	circular	03-APR-2023
NC_031145	190451	DNA	circular	03-APR-2023
NC_031146	180141	DNA	circular	03-APR-2023
NC_031147	192960	DNA	circular	03-APR-2023
NC_031148	177091	DNA	circular	03-APR-2023
NC_031149	182459	DNA	circular	03-APR-2023
NC_031161	177213	DNA	circular	20-OCT-2023
NC_031167	184382	DNA	circular	03-APR-2023
NC_031168	181030	DNA	circular	03-APR-2023
NC_031169	183959	DNA	circular	03-APR-2023
NC_031170	192140	DNA	circular	03-APR-2023
NC_031171	175193	DNA	circular	03-APR-2023
NC_031172	182437	DNA	circular	03-APR-2023
NC_031173	204784	DNA	circular	03-APR-2023
NC_031174	171634	DNA	circular	03-APR-2023
NC_031175	259429	DNA	circular	03-APR-2023
NC_031176	210691	DNA	circular	03-APR-2023
NC_031177	189725	DNA	circular	03-APR-2023
NC_031178	184025	DNA	circular	03-APR-2023
NC_031179	171392	DNA	circular	03-APR-2023
NC_031211	171923	DNA	circular	03-APR-2023
KX808497	115765	DNA	circular	21-SEP-2016
KX808498	131135	DNA	circular	21-SEP-2016
KX284709	194153	DNA	circular	13-SEP-2016
KX284710	180384	DNA	circular	13-SEP-2016
KX284711	181030	DNA	circular	13-SEP-2016
KX284712	183959	DNA	circular	13-SEP-2016
KX284713	192140	DNA	circular	13-SEP-2016
KX284714	175193	DNA	circular	26-MAR-2020
KX284715	190451	DNA	circular	13-SEP-2016
KX284716	182437	DNA	circular	13-SEP-2016
KX284717	177091	DNA	circular	13-SEP-2016
KX284718	204784	DNA	circular	13-SEP-2016
KX284719	171634	DNA	circular	13-SEP-2016
KX284720	259429	DNA	circular	13-SEP-2016
KX284721	210691	DNA	circular	10-JUL-2017
KX284722	182459	DNA	circular	13-SEP-2016
KX284723	189725	DNA	circular	13-SEP-2016
KX284724	180141	DNA	circular	13-SEP-2016
KX284725	184025	DNA	circular	26-MAR-2020
KX284726	192960	DNA	circular	26-MAR-2020
KX284727	171392	DNA	circular	13-SEP-2016
KX284728	221671	DNA	circular	19-NOV-2021
KX525588	184382	DNA	circular	12-SEP-2016
KX247284	177213	DNA	circular	06-SEP-2016
KX530454	243635	DNA	circular	06-SEP-2016
KR025491	171923	DNA	circular	12-SEP-2017
KR814486	171914	DNA	circular	12-SEP-2017
KX306821	262888	DNA	circular	21-AUG-2016
KX306824	221431	DNA	circular	21-AUG-2016
KT223519	86975	DNA	circular	15-JUL-2016
NC_030312	86726	DNA	circular	03-APR-2023
NC_030313	206025	DNA	circular	03-APR-2023
NC_030314	201341	DNA	circular	03-APR-2023
NC_030315	138272	DNA	circular	03-APR-2023
NC_030338	176291	DNA	circular	03-APR-2023
NC_030355	129954	DNA	circular	03-APR-2023
NC_030356	131804	DNA	circular	03-APR-2023
NC_030357	207850	DNA	circular	03-APR-2023
NC_030358	107236	DNA	circular	03-APR-2023
NC_030359	136938	DNA	circular	03-APR-2023
KU646489	129954	DNA	circular	08-JUN-2016
KU646490	206025	DNA	circular	08-JUN-2016
KU646491	131804	DNA	circular	08-JUN-2016
KU646492	207850	DNA	circular	08-JUN-2016
KU646493	107236	DNA	circular	08-JUN-2016
KU646494	201341	DNA	circular	08-JUN-2016
KU646495	136938	DNA	circular	08-JUN-2016
KU646496	138272	DNA	circular	08-JUN-2016
KX058323	86726	DNA	circular	26-MAR-2019
KU053957	176291	DNA	circular	31-MAY-2016
KU979013	81997	DNA	circular	28-MAY-2016
NC_030169	84524	DNA	circular	03-APR-2023
KX013545	84524	DNA	circular	21-JUN-2016
NC_029856	124068	DNA	circular	03-APR-2023
NC_029857	191464	DNA	circular	03-APR-2023
NC_029858	174748	DNA	circular	03-APR-2023
NC_029859	179853	DNA	circular	03-APR-2023
NC_029860	185637	DNA	circular	03-APR-2023
NC_029861	194175	DNA	circular	03-APR-2023
NC_029807	137161	DNA	circular	03-APR-2023
KP881334	124068	DNA	circular	27-APR-2016
KT266785	191464	DNA	circular	30-MAR-2016
KT266786	174748	DNA	circular	30-MAR-2016
KT266787	179853	DNA	circular	30-MAR-2016
KT266788	185637	DNA	circular	30-MAR-2016
KT266789	194175	DNA	circular	30-MAR-2016
NC_029735	157224	DNA	circular	03-APR-2023
NC_029669	220357	DNA	circular	03-APR-2023
NC_029670	166767	DNA	circular	03-APR-2023
NC_029671	102718	DNA	circular	03-APR-2023
NC_029672	188935	DNA	circular	03-APR-2023
NC_029673	193197	DNA	circular	03-APR-2023
NC_029674	192761	DNA	circular	03-APR-2023
NC_029675	165732	DNA	circular	03-APR-2023
NC_029676	207516	DNA	circular	03-APR-2023
KU167097	100264	DNA	circular	16-MAR-2016
KU167098	137161	DNA	circular	16-MAR-2016
NC_029644	182505	DNA	circular	03-APR-2023
KT199248	166767	DNA	circular	09-MAR-2016
KT199249	102718	DNA	circular	09-MAR-2016
KT199250	207516	DNA	circular	09-MAR-2016
KT199251	188935	DNA	circular	09-MAR-2016
KT199252	193197	DNA	circular	09-MAR-2016
KT199253	192761	DNA	circular	09-MAR-2016
KT199254	165732	DNA	circular	09-MAR-2016
KT199255	157224	DNA	circular	09-MAR-2016
KT199256	220357	DNA	circular	09-MAR-2016
KU200463	130336	DNA	circular	05-MAR-2016
NC_029576	193008	DNA	circular	03-APR-2023
KU179794	182505	DNA	circular	02-MAR-2016
KR020505	193008	DNA	circular	23-FEB-2016
NC_029134	124592	DNA	circular	03-APR-2023
KU500638	124592	DNA	circular	03-FEB-2016
NC_029040	96005	DNA	circular	03-APR-2023
KT882614	96005	DNA	circular	14-DEC-2015
NC_028502	129947	DNA	circular	03-APR-2023
NC_028503	130383	DNA	circular	03-APR-2023
NC_028578	179588	DNA	circular	03-APR-2023
NC_028579	103047	DNA	circular	03-APR-2023
NC_028580	254077	DNA	circular	03-APR-2023
NC_028581	198040	DNA	circular	03-APR-2023
NC_028582	206680	DNA	circular	03-APR-2023
NC_028583	263327	DNA	circular	03-APR-2023
NC_028584	197180	DNA	circular	03-APR-2023
NC_028585	318967	DNA	circular	03-APR-2023
NC_028586	242897	DNA	circular	03-APR-2023
NC_028587	203369	DNA	circular	03-APR-2023
KP298002	130383	DNA	circular	24-NOV-2015
KR336545	129947	DNA	circular	24-NOV-2015
KT625410	179588	DNA	circular	02-DEC-2015
KT625411	103047	DNA	circular	02-DEC-2015
KT625412	254077	DNA	circular	02-DEC-2015
KT625413	198040	DNA	circular	02-DEC-2015
KT625414	206680	DNA	circular	02-DEC-2015
KT625415	263327	DNA	circular	02-DEC-2015
KT625418	197180	DNA	circular	02-DEC-2015
KT625419	180596	DNA	circular	02-DEC-2015
KT625420	318967	DNA	circular	02-DEC-2015
KT625421	242897	DNA	circular	02-DEC-2015
KT625422	203369	DNA	circular	02-DEC-2015
KT428890	138455	DNA	circular	06-OCT-2015
NC_027721	111539	DNA	circular	03-APR-2023
KR709240	111539	DNA	circular	04-AUG-2015
NC_027589	129772	DNA	circular	03-APR-2023
KP899713	129772	DNA	circular	15-JUL-2015
NC_027269	88487	DNA	circular	03-APR-2023
NC_027286	106843	DNA	circular	03-APR-2023
NC_027287	80147	DNA	circular	03-APR-2023
NC_027288	85392	DNA	circular	03-APR-2023
KP410781	106843	DNA	circular	12-JUN-2015
KP453743	88487	DNA	circular	12-JUN-2015
KP455987	80147	DNA	circular	12-JUN-2015
KP686075	76156	DNA	circular	23-JUL-2015
KP686076	132034	DNA	circular	12-JUN-2015
KP686077	85392	DNA	circular	12-JUN-2015
NC_027093	66223	DNA	circular	03-APR-2023
KP714733	196913	DNA	circular	06-MAY-2015
LC008447	66223	DNA	circular	02-MAY-2015
NC_026851	120091	DNA	circular	03-APR-2023
KP720616	99983	DNA	circular	19-APR-2015
KJ624065	120091	DNA	circular	28-JAN-2019
KJ877675	126746	DNA	circular	26-JUL-2016
NC_026522	90243	DNA	circular	03-APR-2023
NC_026523	167158	DNA	circular	03-APR-2023
LN810504	106859	DNA	circular	24-MAR-2015
LN810505	105200	DNA	circular	24-MAR-2015
NC_026795	106859	DNA	circular	03-APR-2023
NC_026796	105200	DNA	circular	03-APR-2023
KP271969	124793	DNA	circular	01-MAR-2015
KP330491	183013	DNA	circular	25-FEB-2015
KP308096	90243	DNA	circular	26-JUL-2016
KP308097	167158	DNA	circular	26-JUL-2016
NC_025531	197094	DNA	circular	03-APR-2023
NC_025524	289394	DNA	circular	03-APR-2023
KC843975	84580	DNA	circular	23-DEC-2014
NC_025548	134677	DNA	circular	03-APR-2023
KM821265	156028	DNA	circular	25-APR-2022
NC_025311	120956	DNA	circular	03-APR-2023
NC_025526	201425	DNA	circular	03-APR-2023
NC_025528	167972	DNA	circular	03-APR-2023
NC_025529	236463	DNA	circular	03-APR-2023
NC_025530	126694	DNA	circular	03-APR-2023
NC_025532	145947	DNA	circular	03-APR-2023
NC_025533	156031	DNA	circular	03-APR-2023
NC_025537	158609	DNA	circular	03-APR-2023
NC_025538	132626	DNA	circular	03-APR-2023
NC_025541	114128	DNA	circular	03-APR-2023
NC_025542	187843	DNA	circular	03-APR-2023
NC_025544	129187	DNA	circular	03-APR-2023
NC_025546	169201	DNA	circular	03-APR-2023
NC_025525	146596	DNA	circular	03-APR-2023
NC_025527	116952	DNA	circular	03-APR-2023
NC_025534	181542	DNA	circular	03-APR-2023
NC_025535	211747	DNA	circular	03-APR-2023
NC_025536	117543	DNA	circular	03-APR-2023
NC_025539	94206	DNA	circular	03-APR-2023
NC_025540	183394	DNA	circular	03-APR-2023
NC_025543	148459	DNA	circular	03-APR-2023
NC_025545	172826	DNA	circular	03-APR-2023
NC_025547	109775	DNA	circular	03-APR-2023
NC_025549	108470	DNA	circular	03-APR-2023
NC_025313	120144	DNA	circular	03-APR-2023
NC_025312	126871	DNA	circular	03-APR-2023
NC_025310	116459	DNA	circular	03-APR-2023
NC_025314	127601	DNA	circular	03-APR-2023
KM462860	289394	DNA	circular	07-JUN-2016
KM462861	146596	DNA	circular	26-OCT-2014
KM462862	306152	DNA	circular	26-OCT-2014
KM462863	201425	DNA	circular	26-OCT-2014
KM462864	116952	DNA	circular	26-OCT-2014
KM462865	167972	DNA	circular	26-OCT-2014
KM462866	236463	DNA	circular	26-OCT-2014
KM462867	126694	DNA	circular	26-OCT-2014
KM462868	197094	DNA	circular	26-OCT-2014
KM462869	145947	DNA	circular	26-OCT-2014
KM462870	94262	DNA	circular	26-OCT-2014
KM462871	156031	DNA	circular	26-OCT-2014
KM462872	181542	DNA	circular	26-OCT-2014
KM462873	211747	DNA	circular	26-OCT-2014
KM462874	117543	DNA	circular	26-OCT-2014
KM462876	158609	DNA	circular	26-OCT-2014
KM462877	132626	DNA	circular	26-OCT-2014
KM462878	94206	DNA	circular	26-OCT-2014
KM462879	183394	DNA	circular	26-OCT-2014
KM462880	114128	DNA	circular	26-OCT-2014
KM462881	187843	DNA	circular	26-OCT-2014
KM462882	148459	DNA	circular	26-OCT-2014
KM462883	129187	DNA	circular	26-OCT-2014
KM462884	172826	DNA	circular	26-OCT-2014
KM462885	169201	DNA	circular	26-OCT-2014
KM462886	109775	DNA	circular	26-OCT-2014
KM462887	134677	DNA	circular	26-OCT-2014
KM462888	108470	DNA	circular	26-OCT-2014
NC_024829	125042	DNA	circular	03-APR-2023
NC_024928	152906	DNA	circular	03-APR-2023
KJ958479	116459	DNA	circular	16-OCT-2014
KJ958480	129400	DNA	circular	16-OCT-2014
KJ958481	129498	DNA	circular	16-OCT-2014
KJ958482	120956	DNA	circular	16-OCT-2014
KJ958483	126871	DNA	circular	16-OCT-2014
KJ958484	120144	DNA	circular	16-OCT-2014
KJ958485	127601	DNA	circular	16-OCT-2014
NC_024817	77750	DNA	circular	03-APR-2023
NC_024828	81133	DNA	circular	03-APR-2023
KJ746597	85590	DNA	circular	21-OCT-2014
KJ746598	77750	DNA	circular	21-OCT-2014
KJ746599	81133	DNA	circular	21-OCT-2014
KJ746600	125042	DNA	circular	21-OCT-2014
KJ746601	64335	DNA	circular	21-OCT-2014
KJ746602	72423	DNA	circular	21-OCT-2014
KJ201907	104518	DNA	circular	19-FEB-2016
NC_024665	167741	DNA	circular	03-APR-2023
KJ742376	109803	DNA	circular	04-AUG-2014
KJ718922	124793	DNA	circular	02-AUG-2014
KJ700459	167741	DNA	circular	06-SEP-2017
NC_024079	121238	DNA	circular	03-APR-2023
NC_024080	146024	DNA	circular	03-APR-2023
NC_024081	122213	DNA	circular	03-APR-2023
NC_024082	165809	DNA	circular	03-APR-2023
NC_024083	117972	DNA	circular	03-APR-2023
NC_024084	125213	DNA	circular	03-APR-2023
NC_024085	122660	DNA	circular	04-APR-2023
KJ001761	55636	DNA	circular	26-JUL-2016
NC_024154	94185	DNA	circular	03-APR-2023
NC_024167	176832	DNA	circular	03-APR-2023
NC_024168	138275	DNA	circular	03-APR-2023
NC_024169	142017	DNA	circular	03-APR-2023
KF438023	70997	DNA	circular	INV	08-JUN-2014
KJ569775	145533	DNA	circular	03-JUN-2014
KJ776827	189789	DNA	circular	26-JUL-2016
KJ776828	189752	DNA	circular	26-JUL-2016
KJ776829	189789	DNA	circular	26-JUL-2016
KJ776830	189889	DNA	circular	26-JUL-2016
KJ776831	189789	DNA	circular	26-JUL-2016
KJ776832	189794	DNA	circular	26-JUL-2016
KJ776833	189789	DNA	circular	26-JUL-2016
KJ776834	189789	DNA	circular	26-JUL-2016
KJ776835	189788	DNA	circular	26-JUL-2016
KF515972	189752	DNA	circular	17-SEP-2014
KF515973	189788	DNA	circular	17-SEP-2014
KC684276	94185	DNA	circular	23-JAN-2015
KJ461680	176832	DNA	circular	29-SEP-2016
KJ461681	138275	DNA	circular	12-MAY-2014
KJ461682	142017	DNA	circular	12-MAY-2014
NC_024050	189789	DNA	circular	03-APR-2023
KC509519	121238	DNA	circular	02-MAY-2014
KC509520	146024	DNA	circular	02-MAY-2014
KC509521	122213	DNA	circular	02-MAY-2014
KC509522	165809	DNA	circular	02-MAY-2014
KC509523	117972	DNA	circular	02-MAY-2014
KC509524	125213	DNA	circular	02-MAY-2014
KC509525	122660	DNA	circular	02-MAY-2014
KF733443	152906	DNA	circular	23-SEP-2014
KC904971	189789	DNA	circular	26-JUL-2016
KJ410682	114875	DNA	circular	23-APR-2014
KJ410684	117463	DNA	circular	23-APR-2014
KJ410685	114821	DNA	circular	23-APR-2014
NC_023835	109811	DNA	circular	03-APR-2023
KJ397925	109811	DNA	circular	01-JUN-2015
NC_023775	84576	DNA	linear	03-APR-2023
NC_023785	179757	DNA	circular	03-APR-2023
KF861575	179757	DNA	circular	10-MAR-2014
KC631634	84576	DNA	linear	28-FEB-2014
NC_023133	217694	DNA	circular	03-APR-2023
KF554427	119989	DNA	circular	02-JUN-2014
AB818490	3569	DNA	circular	17-OCT-2013
AB818491	3922	DNA	circular	17-OCT-2013
KF285522	68009	DNA	circular	29-SEP-2013
KF285523	71674	DNA	circular	29-SEP-2013
KF285524	67826	DNA	circular	29-SEP-2013
KF285525	70612	DNA	circular	29-SEP-2013
KF285526	75360	DNA	circular	29-SEP-2013
KF285527	75363	DNA	circular	29-SEP-2013
KF285528	67911	DNA	circular	29-SEP-2013
KF285529	67930	DNA	circular	29-SEP-2013
KF285530	67681	DNA	circular	29-SEP-2013
KF285531	67681	DNA	circular	29-SEP-2013
KF285532	67912	DNA	circular	29-SEP-2013
KF285533	67930	DNA	circular	29-SEP-2013
NC_022259	117672	DNA	circular	03-APR-2023
NC_022260	117463	DNA	circular	03-APR-2023
NC_022261	114882	DNA	circular	03-APR-2023
NC_022262	117806	DNA	circular	03-APR-2023
NC_022263	117557	DNA	circular	03-APR-2023
KC598084	114867	DNA	circular	05-SEP-2013
KC598085	117672	DNA	circular	05-SEP-2013
KC598086	117549	DNA	circular	05-SEP-2013
KC598087	117463	DNA	circular	05-SEP-2013
KC598088	114882	DNA	circular	05-SEP-2013
KC598089	117806	DNA	circular	05-SEP-2013
KC598090	117557	DNA	circular	05-SEP-2013
KC990831	71672	DNA	circular	09-SEP-2013
NC_021637	107461	DNA	circular	04-APR-2023
NC_021618	191270	DNA	circular	03-APR-2023
KC900889	107461	DNA	circular	13-MAR-2014
KC894740	191270	DNA	circular	26-JUL-2016
NC_021075	178981	DNA	circular	03-APR-2023
NC_021189	195597	DNA	circular	03-APR-2023
KC464603	195597	DNA	circular	07-JUN-2013
NC_021109	269857	DNA	circular	03-APR-2023
JX977846	269857	DNA	circular	26-JUL-2016
KC153978	178981	DNA	circular	26-MAR-2013
KC517072	191975	DNA	circular	07-JUN-2013
HF562234	180086	DNA	circular	26-JUL-2016
NC_020795	180086	DNA	circular	03-APR-2023
NC_020460	91616	DNA	circular	03-APR-2023
NC_020438	222582	DNA	circular	03-APR-2023
JQ237893	91616	DNA	circular	21-MAY-2015
AP012494	222582	DNA	circular	28-FEB-2013
NC_020371	95281	DNA	circular	03-APR-2023
KC573041	95281	DNA	circular	17-FEB-2013
NC_020018	74746	DNA	circular	03-APR-2023
NC_020014	114989	DNA	linear	03-APR-2023
JX457480	74746	DNA	circular	17-DEC-2012
KC012944	114989	DNA	linear	15-DEC-2012
NC_018569	149707	DNA	circular	03-APR-2023
JX297813	91306	DNA	circular	ENV	26-JUL-2016
NC_018523	130584	DNA	circular	03-APR-2023
JQ405663	130584	DNA	circular	24-JUL-2013
JX402620	149707	DNA	circular	26-OCT-2012
NC_024811	72700	DNA	linear	03-APR-2023
NC_016732	269044	DNA	circular	03-APR-2023
HE605038	67622	DNA	circular	26-JUL-2016
NC_017754	67623	DNA	circular	03-APR-2023
JN022705	105297	DNA	linear	25-JUL-2016
NC_016731	116251	DNA	circular	03-APR-2023
NC_016733	98340	DNA	circular	03-APR-2023
NC_016703	105512	DNA	circular	03-APR-2023
JQ088178	116251	DNA	circular	19-JAN-2012
JN117275	105512	DNA	circular	26-JUL-2016
NC_015645	182759	DNA	circular	03-APR-2023
HQ700713	182759	DNA	circular	02-MAY-2012
NC_015359	124579	DNA	circular	03-APR-2023
NC_015403	134918	DNA	circular	03-APR-2023
AP011960	134918	DNA	circular	10-JUL-2014
HQ914635	124579	DNA	circular	25-JUL-2016
NC_015084	175731	DNA	circular	03-APR-2023
HQ693844	175731	DNA	circular	05-APR-2023
NC_014808	141790	DNA	circular	03-APR-2023
GU323224	141790	DNA	circular	24-JUL-2016
NC_014346	521168	DNA	circular	03-APR-2023
NC_014340	120426	DNA	circular	INV	03-APR-2023
NC_014345	85535	DNA	circular	INV	03-APR-2023
GU196268	521168	DNA	circular	24-JUL-2016
HM222967	120426	DNA	circular	INV	02-APR-2013
HM222968	85535	DNA	circular	INV	07-JUL-2010
NC_014267	140426	DNA	circular	03-APR-2023
NC_014287	116470	DNA	circular	03-APR-2023
GU591327	116470	DNA	circular	08-JUN-2010
GU591328	140426	DNA	circular	25-JUL-2016
NC_013703	77717	DNA	circular	03-APR-2023
GQ358203	77717	DNA	circular	24-JUL-2016
FP102343	139954	DNA	circular	24-JUL-2016
NC_016735	124986	DNA	circular	03-APR-2023
FP102296	139954	DNA	circular	24-JUL-2016
NC_013498	139954	DNA	circular	03-APR-2023
NC_013359	153429	DNA	circular	03-APR-2023
GQ892829	153429	DNA	circular	24-JUL-2016
NC_012978	123994	DNA	circular	03-APR-2023
FJ968740	98340	DNA	circular	24-JUL-2016
FJ968741	123994	DNA	circular	24-JUL-2016
GQ250046	269044	DNA	circular	24-JUL-2016
NC_012898	89599	DNA	circular	03-APR-2023
NC_012903	94346	DNA	circular	03-APR-2023
GQ231541	89599	DNA	circular	24-JUL-2016
GQ231542	94346	DNA	circular	24-JUL-2016
NC_012575	72585	DNA	circular	03-APR-2023
FJ858267	72585	DNA	circular	01-OCT-2014
NC_012097	80211	DNA	circular	03-APR-2023
NC_012099	101605	DNA	circular	03-APR-2023
NC_012101	114528	DNA	circular	03-APR-2023
FJ493497	114528	DNA	circular	26-JUL-2016
FJ493498	80211	DNA	circular	26-JUL-2016
FJ493499	101605	DNA	circular	26-JUL-2016
NC_011600	115341	DNA	circular	03-APR-2023
FJ423446	204159	DNA	circular	26-JUL-2016
EU912438	115341	DNA	circular	26-JUL-2016
NC_011031	196547	DNA	circular	03-APR-2023
EU677193	196547	DNA	circular	26-JUL-2016
NC_010772	159370	DNA	circular	03-APR-2023
EU168190	159370	DNA	circular	26-JUL-2016
EU168191	160149	DNA	circular	26-JUL-2016
NC_009681	195081	DNA	circular	03-APR-2023
EF506945	195081	DNA	circular	14-JUL-2016
NC_009573	135854	DNA	circular	03-APR-2023
EF508371	135854	DNA	circular	14-JUL-2016
NC_008822	152254	DNA	circular	03-APR-2023
NC_008588	117369	DNA	circular	03-APR-2023
NC_008589	128814	DNA	circular	03-APR-2023
EF067920	117369	DNA	circular	14-JUL-2016
EF067921	128814	DNA	circular	14-JUL-2016
NC_008408	69166	DNA	circular	INV	03-APR-2023
DQ851108	69166	DNA	circular	INV	14-JUL-2016
NC_008372	223902	DNA	circular	03-APR-2023
DQ630521	223902	DNA	circular	26-JUL-2016
NC_008114	195867	DNA	circular	03-APR-2023
NC_008116	157089	DNA	circular	03-APR-2023
NC_008117	165372	DNA	circular	03-APR-2023
NC_008097	184933	DNA	circular	03-APR-2023
NC_008099	151933	DNA	circular	03-APR-2023
NC_008100	37454	DNA	circular	03-APR-2023
NC_008101	161452	DNA	circular	03-APR-2023
DQ422812	152254	DNA	circular	05-APR-2023
DQ229107	184933	DNA	circular	26-JUL-2016
DQ396875	161452	DNA	circular	26-JUL-2016
NC_007932	191952	DNA	circular	03-APR-2023
AP006715	191952	DNA	circular	26-JUL-2016
DQ291132	151933	DNA	circular	26-JUL-2016
DQ398104	37454	DNA	circular	26-JUL-2016
AY958085	157089	DNA	circular	26-JUL-2016
AY958086	165372	DNA	circular	26-JUL-2016
AY835431	195867	DNA	circular	26-JUL-2016
NC_007288	105309	DNA	circular	03-APR-2023
AY741371	105309	DNA	circular	26-JUL-2016
CR954199	71666	DNA	circular	14-JUL-2016
NC_008289	71666	DNA	circular	03-APR-2023
NC_006137	183883	DNA	circular	03-APR-2023
AY673996	183883	DNA	circular	26-JUL-2016
AY286123	149705	DNA	circular	30-APR-2004
NC_005353	203828	DNA	circular	03-APR-2023
NC_004799	149987	DNA	circular	03-APR-2023
AB002583	149987	DNA	circular	07-AUG-2012
BK000554	203828	DNA	circular	06-FEB-2006
AF494278	131183	DNA	circular	24-JUL-2016
NC_004115	131183	DNA	circular	03-APR-2023
NC_002652	73345	DNA	circular	03-APR-2023
AF166114	118360	DNA	circular	10-OCT-2012
NC_002186	118360	DNA	circular	03-APR-2023
AF022186	164921	DNA	circular	26-JUL-2016
NC_001840	164921	DNA	circular	03-APR-2023
AF137379	200799	DNA	circular	12-APR-2012
NC_000927	200799	DNA	circular	03-APR-2023
NC_000926	121524	DNA	circular	03-APR-2023
NC_001865	150613	DNA	circular	03-APR-2023
NC_000925	191028	DNA	circular	03-APR-2023
PPU38804	191028	DNA	circular	27-MAR-1998
NC_001713	119704	DNA	circular	03-APR-2023
NC_001603	143171	DNA	circular	03-APR-2023
X70810	143171	DNA	circular	26-JUL-2016
