protein	Uniref90 representative	full name	descriptions	UniProt Representative link	pfam domains	pfam_links	alignment_path	n_seqs	structure_path
rpoC1	Q1XDN6	DNA-directed RNA polymerase subunit beta'	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	https://www.uniprot.org/uniprotkb/Q1XDN6/entry	PF00623,PF04983,PF04997	https://www.ebi.ac.uk/interpro/entry/pfam/PF00623,https://www.ebi.ac.uk/interpro/entry/pfam/PF04983,https://www.ebi.ac.uk/interpro/entry/pfam/PF04997	/public/downloads/rpoC1.fa	866.0	/public/downloads/rpoC1.cif
rpoC2	Q1XDN7	DNA-directed RNA polymerase subunit beta''	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	https://www.uniprot.org/uniprotkb/Q1XDN7/entry	PF04983,PF04998,PF05000	https://www.ebi.ac.uk/interpro/entry/pfam/PF04983,https://www.ebi.ac.uk/interpro/entry/pfam/PF04998,https://www.ebi.ac.uk/interpro/entry/pfam/PF05000	/public/downloads/rpoC2.fa	863.0	/public/downloads/rpoC2.cif
rpoZ	Q1XDB1	Putative DNA-directed RNA polymerase subunit omega	May be involved in RNA polymerase activity	https://www.uniprot.org/uniprotkb/Q1XDB1/entry	PF01192	https://www.ebi.ac.uk/interpro/entry/pfam/PF01192	/public/downloads/rpoZ.fa	291.0	/public/downloads/rpoZ.cif
rps1	P51345	Small ribosomal subunit protein bS1c		https://www.uniprot.org/uniprotkb/P51345/entry	PF00575	https://www.ebi.ac.uk/interpro/entry/pfam/PF00575	/public/downloads/rps1.fa	300.0	/public/downloads/rps1.cif
rps10	P51286	Small ribosomal subunit protein uS10c	Involved in the binding of tRNA to the ribosomes	https://www.uniprot.org/uniprotkb/P51286/entry	PF00338	https://www.ebi.ac.uk/interpro/entry/pfam/PF00338	/public/downloads/rps10.fa	532.0	/public/downloads/rps10.cif
rps11	P51294	Small ribosomal subunit protein uS11c		https://www.uniprot.org/uniprotkb/P51294/entry	PF00411	https://www.ebi.ac.uk/interpro/entry/pfam/PF00411	/public/downloads/rps11.fa	876.0	/public/downloads/rps11.cif
rps12	P51289	Small ribosomal subunit protein uS12c	With S4 and S5 plays an important role in translational accuracy. Located at the interface of the 30S and 50S subunits (By similarity)	https://www.uniprot.org/uniprotkb/P51289/entry	PF00164	https://www.ebi.ac.uk/interpro/entry/pfam/PF00164	/public/downloads/rps12.fa	873.0	/public/downloads/rps12.cif
rps13	P51295	Small ribosomal subunit protein uS13c	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA	https://www.uniprot.org/uniprotkb/P51295/entry	PF00416	https://www.ebi.ac.uk/interpro/entry/pfam/PF00416	/public/downloads/rps13.fa	527.0	/public/downloads/rps13.cif
rps14	P51319	Small ribosomal subunit protein uS14c	Binds 16S rRNA, required for the assembly of 30S particles	https://www.uniprot.org/uniprotkb/P51319/entry	PF00253	https://www.ebi.ac.uk/interpro/entry/pfam/PF00253	/public/downloads/rps14.fa	882.0	/public/downloads/rps14.cif
rps16	P51352	Small ribosomal subunit protein bS16c		https://www.uniprot.org/uniprotkb/P51352/entry	PF00886	https://www.ebi.ac.uk/interpro/entry/pfam/PF00886	/public/downloads/rps16.fa	558.0	/public/downloads/rps16.cif
rps17	P51305	Small ribosomal subunit protein uS17c	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA	https://www.uniprot.org/uniprotkb/P51305/entry	PF00366	https://www.ebi.ac.uk/interpro/entry/pfam/PF00366	/public/downloads/rps17.fa	524.0	/public/downloads/rps17.cif
rps18	Q1XDN1	Small ribosomal subunit protein bS18c		https://www.uniprot.org/uniprotkb/Q1XDN1/entry	PF01084	https://www.ebi.ac.uk/interpro/entry/pfam/PF01084	/public/downloads/rps18.fa	850.0	/public/downloads/rps18.cif
rps19	P51310	Small ribosomal subunit protein uS19c	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA	https://www.uniprot.org/uniprotkb/P51310/entry	PF00203	https://www.ebi.ac.uk/interpro/entry/pfam/PF00203	/public/downloads/rps19.fa	869.0	/public/downloads/rps19.cif
rps2	Q1XDN8	Small ribosomal subunit protein uS2c		https://www.uniprot.org/uniprotkb/Q1XDN8/entry	PF00318	https://www.ebi.ac.uk/interpro/entry/pfam/PF00318	/public/downloads/rps2.fa	859.0	/public/downloads/rps2.cif
rps20	Q1XDN4	Small ribosomal subunit protein bS20c	Binds directly to 16S ribosomal RNA	https://www.uniprot.org/uniprotkb/Q1XDN4/entry	PF01649	https://www.ebi.ac.uk/interpro/entry/pfam/PF01649	/public/downloads/rps20.fa	503.0	/public/downloads/rps20.cif
rps3	P51308	Small ribosomal subunit protein uS3c		https://www.uniprot.org/uniprotkb/P51308/entry	PF00189,PF07650	https://www.ebi.ac.uk/interpro/entry/pfam/PF00189,https://www.ebi.ac.uk/interpro/entry/pfam/PF07650	/public/downloads/rps3.fa	861.0	/public/downloads/rps3.cif
rps4	P51219	Small ribosomal subunit protein uS4c	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit With S5 and S12 plays an important role in translational accuracy	https://www.uniprot.org/uniprotkb/P51219/entry	PF00163,PF01479	https://www.ebi.ac.uk/interpro/entry/pfam/PF00163,https://www.ebi.ac.uk/interpro/entry/pfam/PF01479	/public/downloads/rps4.fa	885.0	/public/downloads/rps4.cif
rps5	P51298	Small ribosomal subunit protein uS5c	With S4 and S12 plays an important role in translational accuracy	https://www.uniprot.org/uniprotkb/P51298/entry	PF00333,PF03719	https://www.ebi.ac.uk/interpro/entry/pfam/PF00333,https://www.ebi.ac.uk/interpro/entry/pfam/PF03719	/public/downloads/rps5.fa	525.0	/public/downloads/rps5.cif
rps6	Q1XDC8	Small ribosomal subunit protein bS6c	Binds together with bS18 to 16S ribosomal RNA	https://www.uniprot.org/uniprotkb/Q1XDC8/entry	PF01250	https://www.ebi.ac.uk/interpro/entry/pfam/PF01250	/public/downloads/rps6.fa	476.0	/public/downloads/rps6.cif
rps7	P51288	Small ribosomal subunit protein uS7c	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit	https://www.uniprot.org/uniprotkb/P51288/entry	PF00177	https://www.ebi.ac.uk/interpro/entry/pfam/PF00177	/public/downloads/rps7.fa	879.0	/public/downloads/rps7.cif
rps8	P51301	Small ribosomal subunit protein uS8c	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit	https://www.uniprot.org/uniprotkb/P51301/entry	PF00410	https://www.ebi.ac.uk/interpro/entry/pfam/PF00410	/public/downloads/rps8.fa	870.0	/public/downloads/rps8.cif
rps9	Q1XDJ7	Small ribosomal subunit protein uS9c		https://www.uniprot.org/uniprotkb/Q1XDJ7/entry	PF00380	https://www.ebi.ac.uk/interpro/entry/pfam/PF00380	/public/downloads/rps9.fa	824.0	/public/downloads/rps9.cif
secA	P51381	Protein translocase subunit SecA	Has a central role in coupling the hydrolysis of ATP to the transfer of proteins across the thylakoid membrane	https://www.uniprot.org/uniprotkb/P51381/entry	PF00270,PF00271,PF01043,PF01947,PF07516,PF07517	https://www.ebi.ac.uk/interpro/entry/pfam/PF00270,https://www.ebi.ac.uk/interpro/entry/pfam/PF00271,https://www.ebi.ac.uk/interpro/entry/pfam/PF01043,https://www.ebi.ac.uk/interpro/entry/pfam/PF01947,https://www.ebi.ac.uk/interpro/entry/pfam/PF07516,https://www.ebi.ac.uk/interpro/entry/pfam/PF07517	/public/downloads/secA.fa	551.0	/public/downloads/secA.cif
secG	Q1XDL2	Probable protein-export membrane protein secG	Involved in protein export. Participates in an early event of protein translocation across the chloroplast thylakoid membrane (Potential)	https://www.uniprot.org/uniprotkb/Q1XDL2/entry	PF03840	https://www.ebi.ac.uk/interpro/entry/pfam/PF03840	/public/downloads/secG.fa	543.0	/public/downloads/secG.cif
secY	P51297	Protein translocase subunit SecY	The central subunit of the protein translocation channel SecYE. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug	https://www.uniprot.org/uniprotkb/P51297/entry	PF00344	https://www.ebi.ac.uk/interpro/entry/pfam/PF00344	/public/downloads/secY.fa	525.0	/public/downloads/secY.cif
sufB_ycf24	A0A075W1K7	Iron-sulfur cluster assembly SufBD family protein ycf24		https://www.uniprot.org/uniprotkb/A0A075W1K7/entry	PF01458	https://www.ebi.ac.uk/interpro/entry/pfam/PF01458	/public/downloads/sufB_ycf24.fa	525.0	/public/downloads/sufB_ycf24.cif
sufC_ycf16	A0A075W022	Probable ATP-dependent transporter ycf16		https://www.uniprot.org/uniprotkb/A0A075W022/entry	PF00004,PF00005,PF00006,PF00009,PF00025,PF00154,PF00158,PF00308,PF00350,PF00437,PF00448,PF00485,PF00488,PF00910,PF00931,PF01078,PF01121,PF01580,PF01583,PF01637,PF01695,PF01712,PF01926,PF01935,PF02224,PF02283,PF02367,PF02421,PF02463,PF02492,PF03029,PF03193,PF03205,PF03215,PF03266,PF03308,PF03668,PF04548,PF04670,PF05272,PF05496,PF05621,PF05729,PF06414,PF07475,PF07728,PF07931,PF08477,PF09818,PF10662,PF11398,PF12128,PF12631,PF12846,PF13166,PF13173,PF13175,PF13191,PF13207,PF13238,PF13304,PF13401,PF13476,PF13479,PF13481,PF13514,PF13521,PF13555,PF13558,PF13604,PF13671	https://www.ebi.ac.uk/interpro/entry/pfam/PF00004,https://www.ebi.ac.uk/interpro/entry/pfam/PF00005,https://www.ebi.ac.uk/interpro/entry/pfam/PF00006,https://www.ebi.ac.uk/interpro/entry/pfam/PF00009,https://www.ebi.ac.uk/interpro/entry/pfam/PF00025,https://www.ebi.ac.uk/interpro/entry/pfam/PF00154,https://www.ebi.ac.uk/interpro/entry/pfam/PF00158,https://www.ebi.ac.uk/interpro/entry/pfam/PF00308,https://www.ebi.ac.uk/interpro/entry/pfam/PF00350,https://www.ebi.ac.uk/interpro/entry/pfam/PF00437,https://www.ebi.ac.uk/interpro/entry/pfam/PF00448,https://www.ebi.ac.uk/interpro/entry/pfam/PF00485,https://www.ebi.ac.uk/interpro/entry/pfam/PF00488,https://www.ebi.ac.uk/interpro/entry/pfam/PF00910,https://www.ebi.ac.uk/interpro/entry/pfam/PF00931,https://www.ebi.ac.uk/interpro/entry/pfam/PF01078,https://www.ebi.ac.uk/interpro/entry/pfam/PF01121,https://www.ebi.ac.uk/interpro/entry/pfam/PF01580,https://www.ebi.ac.uk/interpro/entry/pfam/PF01583,https://www.ebi.ac.uk/interpro/entry/pfam/PF01637,https://www.ebi.ac.uk/interpro/entry/pfam/PF01695,https://www.ebi.ac.uk/interpro/entry/pfam/PF01712,https://www.ebi.ac.uk/interpro/entry/pfam/PF01926,https://www.ebi.ac.uk/interpro/entry/pfam/PF01935,https://www.ebi.ac.uk/interpro/entry/pfam/PF02224,https://www.ebi.ac.uk/interpro/entry/pfam/PF02283,https://www.ebi.ac.uk/interpro/entry/pfam/PF02367,https://www.ebi.ac.uk/interpro/entry/pfam/PF02421,https://www.ebi.ac.uk/interpro/entry/pfam/PF02463,https://www.ebi.ac.uk/interpro/entry/pfam/PF02492,https://www.ebi.ac.uk/interpro/entry/pfam/PF03029,https://www.ebi.ac.uk/interpro/entry/pfam/PF03193,https://www.ebi.ac.uk/interpro/entry/pfam/PF03205,https://www.ebi.ac.uk/interpro/entry/pfam/PF03215,https://www.ebi.ac.uk/interpro/entry/pfam/PF03266,https://www.ebi.ac.uk/interpro/entry/pfam/PF03308,https://www.ebi.ac.uk/interpro/entry/pfam/PF03668,https://www.ebi.ac.uk/interpro/entry/pfam/PF04548,https://www.ebi.ac.uk/interpro/entry/pfam/PF04670,https://www.ebi.ac.uk/interpro/entry/pfam/PF05272,https://www.ebi.ac.uk/interpro/entry/pfam/PF05496,https://www.ebi.ac.uk/interpro/entry/pfam/PF05621,https://www.ebi.ac.uk/interpro/entry/pfam/PF05729,https://www.ebi.ac.uk/interpro/entry/pfam/PF06414,https://www.ebi.ac.uk/interpro/entry/pfam/PF07475,https://www.ebi.ac.uk/interpro/entry/pfam/PF07728,https://www.ebi.ac.uk/interpro/entry/pfam/PF07931,https://www.ebi.ac.uk/interpro/entry/pfam/PF08477,https://www.ebi.ac.uk/interpro/entry/pfam/PF09818,https://www.ebi.ac.uk/interpro/entry/pfam/PF10662,https://www.ebi.ac.uk/interpro/entry/pfam/PF11398,https://www.ebi.ac.uk/interpro/entry/pfam/PF12128,https://www.ebi.ac.uk/interpro/entry/pfam/PF12631,https://www.ebi.ac.uk/interpro/entry/pfam/PF12846,https://www.ebi.ac.uk/interpro/entry/pfam/PF13166,https://www.ebi.ac.uk/interpro/entry/pfam/PF13173,https://www.ebi.ac.uk/interpro/entry/pfam/PF13175,https://www.ebi.ac.uk/interpro/entry/pfam/PF13191,https://www.ebi.ac.uk/interpro/entry/pfam/PF13207,https://www.ebi.ac.uk/interpro/entry/pfam/PF13238,https://www.ebi.ac.uk/interpro/entry/pfam/PF13304,https://www.ebi.ac.uk/interpro/entry/pfam/PF13401,https://www.ebi.ac.uk/interpro/entry/pfam/PF13476,https://www.ebi.ac.uk/interpro/entry/pfam/PF13479,https://www.ebi.ac.uk/interpro/entry/pfam/PF13481,https://www.ebi.ac.uk/interpro/entry/pfam/PF13514,https://www.ebi.ac.uk/interpro/entry/pfam/PF13521,https://www.ebi.ac.uk/interpro/entry/pfam/PF13555,https://www.ebi.ac.uk/interpro/entry/pfam/PF13558,https://www.ebi.ac.uk/interpro/entry/pfam/PF13604,https://www.ebi.ac.uk/interpro/entry/pfam/PF13671	/public/downloads/sufC_ycf16.fa	677.0	/public/downloads/sufC_ycf16.cif
syfB	A0A059X7I9	Phenylalanine--tRNA ligase beta subunit		https://www.uniprot.org/uniprotkb/A0A059X7I9/entry	PF01409,PF03147,PF03483,PF03484	https://www.ebi.ac.uk/interpro/entry/pfam/PF01409,https://www.ebi.ac.uk/interpro/entry/pfam/PF03147,https://www.ebi.ac.uk/interpro/entry/pfam/PF03483,https://www.ebi.ac.uk/interpro/entry/pfam/PF03484	/public/downloads/syfB.fa	348.0	/public/downloads/syfB.cif
syh	P51348	Histidine--tRNA ligase, chloroplastic		https://www.uniprot.org/uniprotkb/P51348/entry	PF00152,PF00587,PF13393	https://www.ebi.ac.uk/interpro/entry/pfam/PF00152,https://www.ebi.ac.uk/interpro/entry/pfam/PF00587,https://www.ebi.ac.uk/interpro/entry/pfam/PF13393	/public/downloads/syh.fa	255.0	/public/downloads/syh.cif
tatC	O99992	Sec-independent protein translocase protein TATC, chloroplastic		https://www.uniprot.org/uniprotkb/O99992/entry	PF00902	https://www.ebi.ac.uk/interpro/entry/pfam/PF00902	/public/downloads/tatC.fa	518.0	/public/downloads/tatC.cif
thdF	Q9TLX6	Probable tRNA modification GTPase MnmE	Exhibits a very high intrinsic GTPase hydrolysis rate. Involved in the addition of a carboxymethylaminomethyl (cmnm) group at the wobble position (U34) of certain tRNAs, forming tRNA-cmnm(5)s(2)U34	https://www.uniprot.org/uniprotkb/Q9TLX6/entry	PF00005,PF00009,PF00025,PF00071,PF00350,PF00493,PF00625,PF01926,PF02421,PF02492,PF03029,PF03193,PF03308,PF04548,PF04670,PF08477,PF10396,PF10662,PF12631,PF13521	https://www.ebi.ac.uk/interpro/entry/pfam/PF00005,https://www.ebi.ac.uk/interpro/entry/pfam/PF00009,https://www.ebi.ac.uk/interpro/entry/pfam/PF00025,https://www.ebi.ac.uk/interpro/entry/pfam/PF00071,https://www.ebi.ac.uk/interpro/entry/pfam/PF00350,https://www.ebi.ac.uk/interpro/entry/pfam/PF00493,https://www.ebi.ac.uk/interpro/entry/pfam/PF00625,https://www.ebi.ac.uk/interpro/entry/pfam/PF01926,https://www.ebi.ac.uk/interpro/entry/pfam/PF02421,https://www.ebi.ac.uk/interpro/entry/pfam/PF02492,https://www.ebi.ac.uk/interpro/entry/pfam/PF03029,https://www.ebi.ac.uk/interpro/entry/pfam/PF03193,https://www.ebi.ac.uk/interpro/entry/pfam/PF03308,https://www.ebi.ac.uk/interpro/entry/pfam/PF04548,https://www.ebi.ac.uk/interpro/entry/pfam/PF04670,https://www.ebi.ac.uk/interpro/entry/pfam/PF08477,https://www.ebi.ac.uk/interpro/entry/pfam/PF10396,https://www.ebi.ac.uk/interpro/entry/pfam/PF10662,https://www.ebi.ac.uk/interpro/entry/pfam/PF12631,https://www.ebi.ac.uk/interpro/entry/pfam/PF13521	/public/downloads/thdF.fa	10.0	/public/downloads/thdF.cif
thiG	Q1XDC6	Thiazole synthase	Catalyzes the rearrangement of 1-deoxy-D-xylulose 5-phosphate (DXP) to produce the thiazole phosphate moiety of thiamine. Sulfur is provided by the thiocarboxylate moiety of the carrier protein ThiS. In vitro, sulfur can be provided by H(2)S	https://www.uniprot.org/uniprotkb/Q1XDC6/entry	PF00478,PF00977,PF01070,PF01207,PF04131,PF05690	https://www.ebi.ac.uk/interpro/entry/pfam/PF00478,https://www.ebi.ac.uk/interpro/entry/pfam/PF00977,https://www.ebi.ac.uk/interpro/entry/pfam/PF01070,https://www.ebi.ac.uk/interpro/entry/pfam/PF01207,https://www.ebi.ac.uk/interpro/entry/pfam/PF04131,https://www.ebi.ac.uk/interpro/entry/pfam/PF05690	/public/downloads/thiG.fa	486.0	/public/downloads/thiG.cif
thiS	P51212	Photosystem II protein D1	Photosystem II (PSII) is a light-driven water:plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1/D2 (PsbA/PsbD) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors	https://www.uniprot.org/uniprotkb/P51212/entry	PF02597,PF14453	https://www.ebi.ac.uk/interpro/entry/pfam/PF02597,https://www.ebi.ac.uk/interpro/entry/pfam/PF14453	/public/downloads/thiS.fa	459.0	/public/downloads/thiS.cif
tilS_ycf62	Q9MUR3	tRNA(Ile)-lysidine synthase, chloroplastic	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	https://www.uniprot.org/uniprotkb/Q9MUR3/entry	PF01171,PF02540,PF03054,PF06508	https://www.ebi.ac.uk/interpro/entry/pfam/PF01171,https://www.ebi.ac.uk/interpro/entry/pfam/PF02540,https://www.ebi.ac.uk/interpro/entry/pfam/PF03054,https://www.ebi.ac.uk/interpro/entry/pfam/PF06508	/public/downloads/tilS_ycf62.fa	389.0	/public/downloads/tilS_ycf62.cif
trpA	P51382	Tryptophan synthase alpha chain	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3-phosphate	https://www.uniprot.org/uniprotkb/P51382/entry	PF00290,PF01884	https://www.ebi.ac.uk/interpro/entry/pfam/PF00290,https://www.ebi.ac.uk/interpro/entry/pfam/PF01884	/public/downloads/trpA.fa	259.0	/public/downloads/trpA.cif
trpG	P51362	Anthranilate synthase component 2		https://www.uniprot.org/uniprotkb/P51362/entry	PF00117,PF00958,PF01171,PF02540,PF03054,PF07722	https://www.ebi.ac.uk/interpro/entry/pfam/PF00117,https://www.ebi.ac.uk/interpro/entry/pfam/PF00958,https://www.ebi.ac.uk/interpro/entry/pfam/PF01171,https://www.ebi.ac.uk/interpro/entry/pfam/PF02540,https://www.ebi.ac.uk/interpro/entry/pfam/PF03054,https://www.ebi.ac.uk/interpro/entry/pfam/PF07722	/public/downloads/trpG.fa	271.0	/public/downloads/trpG.cif
trxA	P51225	Thioredoxin	Participates in various redox reactions through the reversible oxidation of its active center dithiol to a disulfide and catalyzes dithiol-disulfide exchange reactions	https://www.uniprot.org/uniprotkb/P51225/entry	PF00085,PF00255,PF00462,PF00578,PF05768,PF08534,PF13098,PF13192,PF13728,PF13899,PF13905,PF14595	https://www.ebi.ac.uk/interpro/entry/pfam/PF00085,https://www.ebi.ac.uk/interpro/entry/pfam/PF00255,https://www.ebi.ac.uk/interpro/entry/pfam/PF00462,https://www.ebi.ac.uk/interpro/entry/pfam/PF00578,https://www.ebi.ac.uk/interpro/entry/pfam/PF05768,https://www.ebi.ac.uk/interpro/entry/pfam/PF08534,https://www.ebi.ac.uk/interpro/entry/pfam/PF13098,https://www.ebi.ac.uk/interpro/entry/pfam/PF13192,https://www.ebi.ac.uk/interpro/entry/pfam/PF13728,https://www.ebi.ac.uk/interpro/entry/pfam/PF13899,https://www.ebi.ac.uk/interpro/entry/pfam/PF13905,https://www.ebi.ac.uk/interpro/entry/pfam/PF14595	/public/downloads/trxA.fa	251.0	/public/downloads/trxA.cif
tsf	Q1XDN9	Elongation factor Ts, chloroplastic	Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF-Tu.GTP complex up to the GTP hydrolysis stage on the ribosome	https://www.uniprot.org/uniprotkb/Q1XDN9/entry	PF00627,PF00889	https://www.ebi.ac.uk/interpro/entry/pfam/PF00627,https://www.ebi.ac.uk/interpro/entry/pfam/PF00889	/public/downloads/tsf.fa	350.0	/public/downloads/tsf.cif
tufA	P51287	Elongation factor Tu, chloroplastic	GTP hydrolase that promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	https://www.uniprot.org/uniprotkb/P51287/entry	PF00009,PF00025,PF00071,PF00448,PF01926,PF02421,PF03029,PF03143,PF03144,PF10662,PF12631	https://www.ebi.ac.uk/interpro/entry/pfam/PF00009,https://www.ebi.ac.uk/interpro/entry/pfam/PF00025,https://www.ebi.ac.uk/interpro/entry/pfam/PF00071,https://www.ebi.ac.uk/interpro/entry/pfam/PF00448,https://www.ebi.ac.uk/interpro/entry/pfam/PF01926,https://www.ebi.ac.uk/interpro/entry/pfam/PF02421,https://www.ebi.ac.uk/interpro/entry/pfam/PF03029,https://www.ebi.ac.uk/interpro/entry/pfam/PF03143,https://www.ebi.ac.uk/interpro/entry/pfam/PF03144,https://www.ebi.ac.uk/interpro/entry/pfam/PF10662,https://www.ebi.ac.uk/interpro/entry/pfam/PF12631	/public/downloads/tufA.fa	860.0	/public/downloads/tufA.cif
ycf1	Q9TKU7	Uncharacterized membrane protein ycf78		https://www.uniprot.org/uniprotkb/Q9TKU7/entry	PF01810,PF05758	https://www.ebi.ac.uk/interpro/entry/pfam/PF01810,https://www.ebi.ac.uk/interpro/entry/pfam/PF05758	/public/downloads/ycf1.fa	259.0	/public/downloads/ycf1.cif
ycf19_ycf89	P28255	Uncharacterized protein ycf19		https://www.uniprot.org/uniprotkb/P28255/entry	PF02325	https://www.ebi.ac.uk/interpro/entry/pfam/PF02325	/public/downloads/ycf19_ycf89.fa	641.0	/public/downloads/ycf19_ycf89.cif
ycf20	P51214	Uncharacterized protein ycf20		https://www.uniprot.org/uniprotkb/P51214/entry	PF04483	https://www.ebi.ac.uk/interpro/entry/pfam/PF04483	/public/downloads/ycf20.fa	435.0	/public/downloads/ycf20.cif
ycf21	Q1XDA7	Uncharacterized protein ycf21		https://www.uniprot.org/uniprotkb/Q1XDA7/entry	PF01947	https://www.ebi.ac.uk/interpro/entry/pfam/PF01947	/public/downloads/ycf21.fa	215.0	/public/downloads/ycf21.cif
ycf22	P51372	Uncharacterized protein ycf22		https://www.uniprot.org/uniprotkb/P51372/entry	PF02470	https://www.ebi.ac.uk/interpro/entry/pfam/PF02470	/public/downloads/ycf22.fa	216.0	/public/downloads/ycf22.cif
ycf23	P51373	Uncharacterized protein ycf23		https://www.uniprot.org/uniprotkb/P51373/entry	PF00977,PF04481	https://www.ebi.ac.uk/interpro/entry/pfam/PF00977,https://www.ebi.ac.uk/interpro/entry/pfam/PF04481	/public/downloads/ycf23.fa	224.0	/public/downloads/ycf23.cif
ycf26_dfr	A0A141SDJ7	Uncharacterized sensor-like histidine kinase ycf26		https://www.uniprot.org/uniprotkb/A0A141SDJ7/entry	PF00512,PF00672,PF00989,PF02518,PF08448,PF13188,PF13426,PF13581,PF13596	https://www.ebi.ac.uk/interpro/entry/pfam/PF00512,https://www.ebi.ac.uk/interpro/entry/pfam/PF00672,https://www.ebi.ac.uk/interpro/entry/pfam/PF00989,https://www.ebi.ac.uk/interpro/entry/pfam/PF02518,https://www.ebi.ac.uk/interpro/entry/pfam/PF08448,https://www.ebi.ac.uk/interpro/entry/pfam/PF13188,https://www.ebi.ac.uk/interpro/entry/pfam/PF13426,https://www.ebi.ac.uk/interpro/entry/pfam/PF13581,https://www.ebi.ac.uk/interpro/entry/pfam/PF13596	/public/downloads/ycf26_dfr.fa	183.0	/public/downloads/ycf26_dfr.cif
ycf3	P51258	Photosystem I assembly protein Ycf3	Essential for the assembly of the photosystem I (PSI) complex. May act as a chaperone-like factor to guide the assembly of the PSI subunits	https://www.uniprot.org/uniprotkb/P51258/entry	PF00515,PF07719,PF08238,PF13176,PF13181,PF13374,PF13414,PF13424,PF13428,PF13431,PF13432,PF14559	https://www.ebi.ac.uk/interpro/entry/pfam/PF00515,https://www.ebi.ac.uk/interpro/entry/pfam/PF07719,https://www.ebi.ac.uk/interpro/entry/pfam/PF08238,https://www.ebi.ac.uk/interpro/entry/pfam/PF13176,https://www.ebi.ac.uk/interpro/entry/pfam/PF13181,https://www.ebi.ac.uk/interpro/entry/pfam/PF13374,https://www.ebi.ac.uk/interpro/entry/pfam/PF13414,https://www.ebi.ac.uk/interpro/entry/pfam/PF13424,https://www.ebi.ac.uk/interpro/entry/pfam/PF13428,https://www.ebi.ac.uk/interpro/entry/pfam/PF13431,https://www.ebi.ac.uk/interpro/entry/pfam/PF13432,https://www.ebi.ac.uk/interpro/entry/pfam/PF14559	/public/downloads/ycf3.fa	804.0	/public/downloads/ycf3.cif
ycf33	P51329	Uncharacterized protein ycf33		https://www.uniprot.org/uniprotkb/P51329/entry	PF05421	https://www.ebi.ac.uk/interpro/entry/pfam/PF05421	/public/downloads/ycf33.fa	444.0	/public/downloads/ycf33.cif
ycf34	P51229	Uncharacterized protein ycf34		https://www.uniprot.org/uniprotkb/P51229/entry	PF10718	https://www.ebi.ac.uk/interpro/entry/pfam/PF10718	/public/downloads/ycf34.fa	278.0	/public/downloads/ycf34.cif
ycf35	P51213	Uncharacterized protein ycf35		https://www.uniprot.org/uniprotkb/P51213/entry	PF06868	https://www.ebi.ac.uk/interpro/entry/pfam/PF06868	/public/downloads/ycf35.fa	443.0	/public/downloads/ycf35.cif
ycf36	P51273	Uncharacterized protein ycf36		https://www.uniprot.org/uniprotkb/P51273/entry	PF06799	https://www.ebi.ac.uk/interpro/entry/pfam/PF06799	/public/downloads/ycf36.fa	299.0	/public/downloads/ycf36.cif
