rep_genome	genome	in_tree	num_in_tree	genomes_in_tree	GenBank_URL
NC_077591	NC_077591,OP985133,NC_067776,OL684341,MN853879,MW699788,KP720616	True	1.0	OP985133	https://www.ncbi.nlm.nih.gov/nuccore/NC_077591
NC_079641	NC_079641,OQ731396	True	1.0	OQ731396	https://www.ncbi.nlm.nih.gov/nuccore/NC_079641
NC_079642	NC_079642,NC_079643,OQ731397,OQ731398	True	1.0	OQ731398	https://www.ncbi.nlm.nih.gov/nuccore/NC_079642
NC_079644	NC_079644,OQ731400	True	1.0	OQ731400	https://www.ncbi.nlm.nih.gov/nuccore/NC_079644
NC_079645	NC_079645,OQ731401,NC_035290,MF101446	True	1.0	NC_079645	https://www.ncbi.nlm.nih.gov/nuccore/NC_079645
NC_079646	NC_079646,OQ731402	True	1.0	OQ731402	https://www.ncbi.nlm.nih.gov/nuccore/NC_079646
NC_079647	NC_079647,OQ731403	True	1.0	NC_079647	https://www.ncbi.nlm.nih.gov/nuccore/NC_079647
NC_079843	NC_079843,OQ731916	True	1.0	OQ731916	https://www.ncbi.nlm.nih.gov/nuccore/NC_079843
NC_081592	NC_081592,OL964140	True	1.0	NC_081592	https://www.ncbi.nlm.nih.gov/nuccore/NC_081592
NC_081593	NC_081593,OL964141	True	1.0	NC_081593	https://www.ncbi.nlm.nih.gov/nuccore/NC_081593
NC_081594	NC_081594,OL964143	True	1.0	OL964143	https://www.ncbi.nlm.nih.gov/nuccore/NC_081594
NC_081595	NC_081595,NC_081599,OL964144,OL964146,OL964152,OL964153,OL964154	True	1.0	OL964144	https://www.ncbi.nlm.nih.gov/nuccore/NC_081595
NC_081596	NC_081596,NC_081597,OL964147,OL964148	True	1.0	NC_081596	https://www.ncbi.nlm.nih.gov/nuccore/NC_081596
NC_081598	NC_081598,OL964151	True	1.0	OL964151	https://www.ncbi.nlm.nih.gov/nuccore/NC_081598
NC_081600	NC_081600,OL964155	True	1.0	NC_081600	https://www.ncbi.nlm.nih.gov/nuccore/NC_081600
NC_081601	NC_081601,OL964156	True	1.0	NC_081601	https://www.ncbi.nlm.nih.gov/nuccore/NC_081601
NC_081925	NC_081925,OR094252	True	1.0	OR094252	https://www.ncbi.nlm.nih.gov/nuccore/NC_081925
NC_081973	NC_081973,OR128541	True	1.0	OR128541	https://www.ncbi.nlm.nih.gov/nuccore/NC_081973
NC_082037	NC_082037,OR148361	True	1.0	OR148361	https://www.ncbi.nlm.nih.gov/nuccore/NC_082037
NC_082067	NC_082067,OR168091	True	1.0	OR168091	https://www.ncbi.nlm.nih.gov/nuccore/NC_082067
NC_082068	NC_082068,OR168092,OR168093,OR168094	True	1.0	OR168094	https://www.ncbi.nlm.nih.gov/nuccore/NC_082068
NC_082069	NC_082069,NC_082072,OR168095,OR168102	True	1.0	OR168095	https://www.ncbi.nlm.nih.gov/nuccore/NC_082069
NC_082070	NC_082070,OR168096,OR168097,OR168107,OR168108	True	1.0	OR168107	https://www.ncbi.nlm.nih.gov/nuccore/NC_082070
NC_082071	NC_082071,OR168098	True	1.0	NC_082071	https://www.ncbi.nlm.nih.gov/nuccore/NC_082071
NC_082073	NC_082073,OR168100,OR168103,OR168104,OR168105,OR168106	True	1.0	OR168106	https://www.ncbi.nlm.nih.gov/nuccore/NC_082073
NC_082074	NC_082074,OR168111	True	1.0	OR168111	https://www.ncbi.nlm.nih.gov/nuccore/NC_082074
NC_082075	NC_082075,OR168114,KX306884	True	1.0	OR168114	https://www.ncbi.nlm.nih.gov/nuccore/NC_082075
NC_082076	NC_082076,OR168115,OR168116,OR168117	True	1.0	NC_082076	https://www.ncbi.nlm.nih.gov/nuccore/NC_082076
NC_082175	NC_082175,OR228415	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_082175
NC_082194	NC_082194,OQ161668,OQ161669,OQ161671	True	1.0	OQ161668	https://www.ncbi.nlm.nih.gov/nuccore/NC_082194
NC_082433	NC_082433,OQ694380	True	1.0	OQ694380	https://www.ncbi.nlm.nih.gov/nuccore/NC_082433
NC_082854	NC_082854,OQ908871	True	1.0	OQ908871	https://www.ncbi.nlm.nih.gov/nuccore/NC_082854
NC_082855	NC_082855,OQ908872	True	1.0	NC_082855	https://www.ncbi.nlm.nih.gov/nuccore/NC_082855
NC_082856	NC_082856,OQ908870,OQ908873	True	1.0	NC_082856	https://www.ncbi.nlm.nih.gov/nuccore/NC_082856
NC_082858	NC_082858,OR382008	True	1.0	OR382008	https://www.ncbi.nlm.nih.gov/nuccore/NC_082858
NC_084208	NC_084208,OR597590,KP714733	True	1.0	KP714733	https://www.ncbi.nlm.nih.gov/nuccore/NC_084208
NC_084248	NC_084248,OR635816	True	1.0	OR635816	https://www.ncbi.nlm.nih.gov/nuccore/NC_084248
NC_084249	NC_084249,OR635817	True	1.0	OR635817	https://www.ncbi.nlm.nih.gov/nuccore/NC_084249
NC_084250	NC_084250,OR635818	True	1.0	OR635818	https://www.ncbi.nlm.nih.gov/nuccore/NC_084250
NC_084269	NC_084269,OR398345	True	1.0	NC_084269	https://www.ncbi.nlm.nih.gov/nuccore/NC_084269
NC_084366	NC_084366,NC_085307,ON552970,OR663914,NC_057231,NC_056288,MZ156034,MZ156035,MT732096,MN561187,NC_044689,NC_044690,MH784527,MH784528,NC_044182,MK965908	True	1.0	NC_044689	https://www.ncbi.nlm.nih.gov/nuccore/NC_084366
NC_085234	NC_085234,NC_085309,ON552972,ON527003,OP121027,OP121028,OP121029,OP121030,OP121031,OP121032,OP121033,OP121034,OP121035,OP121036,OP121037,OP121038,OP121039,OP121040,OP121041,OP121042,OP121043,OP121044,OP121045,OP121046,OP121047,OP121048,OP121049,OP121050,OP121051,OP121052,OP121053,OP121054,OP121055,OP121056,OP121057,OP121058,OP121059,OP121060,OP121061,OP121062,OP121063,OP121064,OP121065,OP121066,OP121067,OP121068,OP121069,OP121070,OP121071,OP121072,OP121073,OP121074,OP121075,OP121076,OP121077,OP121078,OP121079,OP121080,OP121081,OP121082,OP121083,OP121084,OP121085,OP121086,OP121087,OP121088,OP121089,OK139151,OK139152,OK139153,OK149043,OK149044,OK149045,OK149046,OK149047,OK149048,OK149049,OK149050,OK149051,OK149052,OK149053,OK149054,OK149055,OK149056,OK149057,OK149058,OK149059,OK149060,OK149063,OK149064,OK149065,OK149066,OK149067,OK149068,OK149069,OK149070,OK149071,OK149072,OK149073,OK149074,OK149075,OK149076,OK149077,OK149078,OK149079,OK149080,OK149081,OK149082,OK149083,OK149084,OK149085,OK149086,OK149087,OK149088,OK149089,OK149090,OK149091,OK149092,OK149093,OK149094,OK149095,OK149096,OK149097,OK149098,OK149099,OK149100,OK149101,NC_058768,NC_058769,NC_058770,NC_058771,NC_058772,MZ504642,MZ504643,MZ504644,MZ504645,MZ504646,MZ504647,MZ504648,MZ504649,MZ504650,MZ504651,MZ504652,MZ504653,MZ504654,MZ504655,MZ504656,MZ504657,MZ504658,MZ504659,MZ504660,MZ504661,MZ156029,MZ156033,MZ156044,MT767060,MT767062,KU200463,NC_028503,KP298002	True	1.0	NC_058769	https://www.ncbi.nlm.nih.gov/nuccore/NC_085234
NC_085293	NC_085293,NC_085299,NC_085301,NC_085306,ON552953,ON552958,ON552960,ON552962,ON552968,MZ706293,MZ156036,MZ156042,NC_028502,KR336545	True	1.0	NC_085301	https://www.ncbi.nlm.nih.gov/nuccore/NC_085293
NC_085294	NC_085294,ON552954	True	1.0	NC_085294	https://www.ncbi.nlm.nih.gov/nuccore/NC_085294
NC_085295	NC_085295,ON552955	True	1.0	ON552955	https://www.ncbi.nlm.nih.gov/nuccore/NC_085295
NC_085296	NC_085296,ON552956,MZ156037	True	1.0	ON552956	https://www.ncbi.nlm.nih.gov/nuccore/NC_085296
NC_085297	NC_085297,ON552957	True	1.0	NC_085297	https://www.ncbi.nlm.nih.gov/nuccore/NC_085297
NC_085298	NC_085298,ON552959	True	1.0	NC_085298	https://www.ncbi.nlm.nih.gov/nuccore/NC_085298
NC_085300	NC_085300,ON552961,MZ156041	True	1.0	NC_085300	https://www.ncbi.nlm.nih.gov/nuccore/NC_085300
NC_085302	NC_085302,ON552963	True	1.0	ON552963	https://www.ncbi.nlm.nih.gov/nuccore/NC_085302
NC_085305	NC_085305,ON552967	True	1.0	ON552967	https://www.ncbi.nlm.nih.gov/nuccore/NC_085305
NC_085308	NC_085308,ON552971	True	1.0	ON552971	https://www.ncbi.nlm.nih.gov/nuccore/NC_085308
NC_085310	NC_085310,ON552974	True	1.0	ON552974	https://www.ncbi.nlm.nih.gov/nuccore/NC_085310
NC_085311	NC_085311,ON552975	True	1.0	NC_085311	https://www.ncbi.nlm.nih.gov/nuccore/NC_085311
NC_085312	NC_085312,ON552976	True	1.0	NC_085312	https://www.ncbi.nlm.nih.gov/nuccore/NC_085312
NC_086652	NC_086652,OR757060	True	1.0	NC_086652	https://www.ncbi.nlm.nih.gov/nuccore/NC_086652
NC_086653	NC_086653,OR757061	True	1.0	NC_086653	https://www.ncbi.nlm.nih.gov/nuccore/NC_086653
NC_086752	NC_086752,OR502664,OR502665	True	1.0	NC_086752	https://www.ncbi.nlm.nih.gov/nuccore/NC_086752
NC_086753	NC_086753,OR502666	True	1.0	NC_086753	https://www.ncbi.nlm.nih.gov/nuccore/NC_086753
NC_086754	NC_086754,OR502668	True	1.0	OR502668	https://www.ncbi.nlm.nih.gov/nuccore/NC_086754
NC_086755	NC_086755,NC_086756,OR502669,OR502670	True	1.0	OR502669	https://www.ncbi.nlm.nih.gov/nuccore/NC_086755
NC_086797	NC_086797,NC_086808,OQ349516,OR003918,MN389525,MW531676,MW543061,NC_053613,NC_053614,NC_053615,MT179350,MT179352,NC_042255,MH730972,AP018696,NC_029040,KT882614	True	1.0	NC_053613	https://www.ncbi.nlm.nih.gov/nuccore/NC_086797
NC_086863	NC_086863,OQ848500	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086863
NC_086864	NC_086864,OQ848501	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086864
NC_086871	NC_086871,OR361335	True	1.0	OR361335	https://www.ncbi.nlm.nih.gov/nuccore/NC_086871
NC_086886	NC_086886,OR699085	True	1.0	NC_086886	https://www.ncbi.nlm.nih.gov/nuccore/NC_086886
NC_086904	NC_086904,PP291728,NC_037479,AP018372	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086904
NC_086905	NC_086905,PP291729	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086905
NC_086906	NC_086906,PP291730	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086906
NC_086907	NC_086907,PP291731	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086907
NC_086908	NC_086908,PP291732	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086908
NC_086909	NC_086909,PP291733	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086909
NC_086910	NC_086910,PP291734	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086910
NC_086911	NC_086911,PP291735	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086911
NC_086912	NC_086912,PP291736	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086912
NC_086913	NC_086913,PP291737	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086913
NC_086914	NC_086914,PP291738	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/NC_086914
NC_087870	NC_087870,PP471197,NC_085303,NC_085304,ON552964,ON552965,ON552966,OR228416,OR228417,OR228418,NC_079820,ON117328,ON117329,ON117330,ON117331,ON117332,OP895676,NC_070408,OK216140,OP866272,MK058524,MK058525,MK058526,MZ156038,MZ156040,MZ156043,MW038824,NC_018523,JQ405663	True	1.0	NC_070408	https://www.ncbi.nlm.nih.gov/nuccore/NC_087870
OK136183	OK136183	True	1.0	OK136183	https://www.ncbi.nlm.nih.gov/nuccore/OK136183
OK136185	OK136185	True	1.0	OK136185	https://www.ncbi.nlm.nih.gov/nuccore/OK136185
OK136186	OK136186	True	1.0	OK136186	https://www.ncbi.nlm.nih.gov/nuccore/OK136186
OK189523	OK189523,OK189524,OK189525,OK189526,KY509314	True	1.0	OK189524	https://www.ncbi.nlm.nih.gov/nuccore/OK189523
OK189527	OK189527	True	1.0	OK189527	https://www.ncbi.nlm.nih.gov/nuccore/OK189527
OK189528	OK189528	True	1.0	OK189528	https://www.ncbi.nlm.nih.gov/nuccore/OK189528
OK189529	OK189529	True	1.0	OK189529	https://www.ncbi.nlm.nih.gov/nuccore/OK189529
OK189530	OK189530,OK189531	True	1.0	OK189531	https://www.ncbi.nlm.nih.gov/nuccore/OK189530
OK505009	OK505009	True	1.0	OK505009	https://www.ncbi.nlm.nih.gov/nuccore/OK505009
OK505010	OK505010	True	1.0	OK505010	https://www.ncbi.nlm.nih.gov/nuccore/OK505010
OK569791	OK569791	True	1.0	OK569791	https://www.ncbi.nlm.nih.gov/nuccore/OK569791
OK729588	OK729588,NC_066076,OL415006,OL415007	True	1.0	NC_066076	https://www.ncbi.nlm.nih.gov/nuccore/OK729588
OL855988	OL855988,NC_024085,KC509525	True	1.0	NC_024085	https://www.ncbi.nlm.nih.gov/nuccore/OL855988
OL855994	OL855994	True	1.0	OL855994	https://www.ncbi.nlm.nih.gov/nuccore/OL855994
OL964142	OL964142,NC_072618,OM179751	True	1.0	OM179751	https://www.ncbi.nlm.nih.gov/nuccore/OL964142
OL964145	OL964145,NC_072616,OM179746	True	1.0	NC_072616	https://www.ncbi.nlm.nih.gov/nuccore/OL964145
OL964149	OL964149	True	1.0	OL964149	https://www.ncbi.nlm.nih.gov/nuccore/OL964149
OL964150	OL964150	True	1.0	OL964150	https://www.ncbi.nlm.nih.gov/nuccore/OL964150
OM084809	OM084809	True	1.0	OM084809	https://www.ncbi.nlm.nih.gov/nuccore/OM084809
OM494341	OM494341	True	1.0	OM494341	https://www.ncbi.nlm.nih.gov/nuccore/OM494341
OM827248	OM827248	True	1.0	OM827248	https://www.ncbi.nlm.nih.gov/nuccore/OM827248
OM827251	OM827251	True	1.0	OM827251	https://www.ncbi.nlm.nih.gov/nuccore/OM827251
ON390793	ON390793	True	1.0	ON390793	https://www.ncbi.nlm.nih.gov/nuccore/ON390793
ON406422	ON406422,NC_008097,DQ229107	True	1.0	ON406422	https://www.ncbi.nlm.nih.gov/nuccore/ON406422
ON552969	ON552969,NC_058314,MW762687	True	1.0	ON552969	https://www.ncbi.nlm.nih.gov/nuccore/ON552969
ON552973	ON552973,NC_057081,MW415415,MK798154,NC_046447,MK107984,MK107985	True	1.0	NC_057081	https://www.ncbi.nlm.nih.gov/nuccore/ON552973
ON553957	ON553957	True	1.0	ON553957	https://www.ncbi.nlm.nih.gov/nuccore/ON553957
ON720942	ON720942	True	1.0	ON720942	https://www.ncbi.nlm.nih.gov/nuccore/ON720942
ON844102	ON844102,ON844103,ON844104,ON844105,NC_063782,NC_063783,NC_063784,NC_063785,OL322706,OL322707,OL691556,OL703590,OL703591,OL703592,OL703593,OL703594,OL703595,OL703596,OL703597,OL703598,OL703599,OL703600,OL703601,OL703602,OL703603,OL703604,OL703605,OL703606,OL703607,OL703608,OL703609,OL703610,OL703611,JN022705,NC_007288,AY741371	True	1.0	ON844102	https://www.ncbi.nlm.nih.gov/nuccore/ON844102
ON986219	ON986219	True	1.0	ON986219	https://www.ncbi.nlm.nih.gov/nuccore/ON986219
OP122566	OP122566,HF562234,NC_020795	True	1.0	NC_020795	https://www.ncbi.nlm.nih.gov/nuccore/OP122566
OP122567	OP122567	True	1.0	OP122567	https://www.ncbi.nlm.nih.gov/nuccore/OP122567
OP142701	OP142701,OP171936,OP171937	True	1.0	OP171936	https://www.ncbi.nlm.nih.gov/nuccore/OP142701
OP171935	OP171935	True	1.0	OP171935	https://www.ncbi.nlm.nih.gov/nuccore/OP171935
OP448669	OP448669	True	1.0	OP448669	https://www.ncbi.nlm.nih.gov/nuccore/OP448669
OP597710	OP597710	True	1.0	OP597710	https://www.ncbi.nlm.nih.gov/nuccore/OP597710
OP612670	OP612670	True	1.0	OP612670	https://www.ncbi.nlm.nih.gov/nuccore/OP612670
OP616811	OP616811	True	1.0	OP616811	https://www.ncbi.nlm.nih.gov/nuccore/OP616811
OP616812	OP616812	True	1.0	OP616812	https://www.ncbi.nlm.nih.gov/nuccore/OP616812
OP616813	OP616813,OP616814	True	1.0	OP616814	https://www.ncbi.nlm.nih.gov/nuccore/OP616813
OP616817	OP616817	True	1.0	OP616817	https://www.ncbi.nlm.nih.gov/nuccore/OP616817
OP616818	OP616818,AF022186,NC_001840	True	1.0	NC_001840	https://www.ncbi.nlm.nih.gov/nuccore/OP616818
OP616819	OP616819,MZ681959,MZ681960,NC_051883,MN431657	True	1.0	NC_051883	https://www.ncbi.nlm.nih.gov/nuccore/OP616819
OP616820	OP616820	True	1.0	OP616820	https://www.ncbi.nlm.nih.gov/nuccore/OP616820
OP718169	OP718169,NC_067848,OL752416	True	1.0	OL752416	https://www.ncbi.nlm.nih.gov/nuccore/OP718169
OP765320	OP765320,NC_068256,OM329943	True	1.0	OM329943	https://www.ncbi.nlm.nih.gov/nuccore/OP765320
OP978508	OP978508,MN853882,NC_039092,MH396013	True	1.0	NC_039092	https://www.ncbi.nlm.nih.gov/nuccore/OP978508
OP985129	OP985129,NC_077590,OP985130,OP985131,OP985132,NC_067777,OL684342,MZ703011,MZ561475,MZ571508,NC_036137,KX342867,NC_035823,KX579943,NC_030312,KX058323	True	1.0	MZ571508	https://www.ncbi.nlm.nih.gov/nuccore/OP985129
OQ161670	OQ161670	True	1.0	OQ161670	https://www.ncbi.nlm.nih.gov/nuccore/OQ161670
OQ161672	OQ161672,OQ161673	True	1.0	OQ161672	https://www.ncbi.nlm.nih.gov/nuccore/OQ161672
OQ349515	OQ349515	True	1.0	OQ349515	https://www.ncbi.nlm.nih.gov/nuccore/OQ349515
OQ694379	OQ694379	True	1.0	OQ694379	https://www.ncbi.nlm.nih.gov/nuccore/OQ694379
OQ694381	OQ694381,NC_024079,KC509519	True	1.0	OQ694381	https://www.ncbi.nlm.nih.gov/nuccore/OQ694381
OQ731394	OQ731394	True	1.0	OQ731394	https://www.ncbi.nlm.nih.gov/nuccore/OQ731394
OQ731395	OQ731395	True	1.0	OQ731395	https://www.ncbi.nlm.nih.gov/nuccore/OQ731395
OQ731399	OQ731399	True	1.0	OQ731399	https://www.ncbi.nlm.nih.gov/nuccore/OQ731399
OQ848499	OQ848499	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/OQ848499
OQ849777	OQ849777	True	1.0	OQ849777	https://www.ncbi.nlm.nih.gov/nuccore/OQ849777
OQ908868	OQ908868,OQ908869	True	1.0	OQ908869	https://www.ncbi.nlm.nih.gov/nuccore/OQ908868
OQ942923	OQ942923	True	1.0	OQ942923	https://www.ncbi.nlm.nih.gov/nuccore/OQ942923
OR139612	OR139612,NC_071183,OM766211,NC_065334,ON227495,NC_058274,MZ156031,MZ156032,MW899036,NC_049039,MT151382	True	1.0	NC_065334	https://www.ncbi.nlm.nih.gov/nuccore/OR139612
OR148362	OR148362	True	1.0	OR148362	https://www.ncbi.nlm.nih.gov/nuccore/OR148362
OR168088	OR168088,NC_008822,DQ422812	True	1.0	NC_008822	https://www.ncbi.nlm.nih.gov/nuccore/OR168088
OR168089	OR168089,OR168090,NC_030313,KU646490	True	1.0	OR168090	https://www.ncbi.nlm.nih.gov/nuccore/OR168089
OR168099	OR168099,OR168101	True	1.0	OR168099	https://www.ncbi.nlm.nih.gov/nuccore/OR168099
OR168110	OR168110,OR168109,NC_024167,KJ461680	True	1.0	NC_024167	https://www.ncbi.nlm.nih.gov/nuccore/OR168110
OR168112	OR168112,OR168113,AF166114,NC_002186	True	1.0	NC_002186	https://www.ncbi.nlm.nih.gov/nuccore/OR168112
OR350844	OR350844	True	1.0	OR350844	https://www.ncbi.nlm.nih.gov/nuccore/OR350844
OR464347	OR464347,NC_066074,OL415004	True	1.0	OR464347	https://www.ncbi.nlm.nih.gov/nuccore/OR464347
OR464348	OR464348	True	1.0	OR464348	https://www.ncbi.nlm.nih.gov/nuccore/OR464348
OR464349	OR464349	True	1.0	OR464349	https://www.ncbi.nlm.nih.gov/nuccore/OR464349
OR464350	OR464350	True	1.0	OR464350	https://www.ncbi.nlm.nih.gov/nuccore/OR464350
OR464351	OR464351	True	1.0	OR464351	https://www.ncbi.nlm.nih.gov/nuccore/OR464351
OR464352	OR464352	True	1.0	OR464352	https://www.ncbi.nlm.nih.gov/nuccore/OR464352
OR502667	OR502667	True	1.0	OR502667	https://www.ncbi.nlm.nih.gov/nuccore/OR502667
OR502671	OR502671	True	1.0	OR502671	https://www.ncbi.nlm.nih.gov/nuccore/OR502671
OR502672	OR502672,KX756229,NC_008101,DQ396875	True	1.0	KX756229	https://www.ncbi.nlm.nih.gov/nuccore/OR502672
OR608737	OR608737	True	1.0	OR608737	https://www.ncbi.nlm.nih.gov/nuccore/OR608737
OR666648	OR666648,NC_077461,MT385839,KJ958480,KJ958481	True	1.0	KJ958480	https://www.ncbi.nlm.nih.gov/nuccore/OR666648
OR666649	OR666649	True	1.0	OR666649	https://www.ncbi.nlm.nih.gov/nuccore/OR666649
OR666650	OR666650	True	1.0	OR666650	https://www.ncbi.nlm.nih.gov/nuccore/OR666650
OR666651	OR666651	True	1.0	OR666651	https://www.ncbi.nlm.nih.gov/nuccore/OR666651
OR666652	OR666652,NC_072630,OP964512	True	1.0	OP964512	https://www.ncbi.nlm.nih.gov/nuccore/OR666652
OR666653	OR666653	True	1.0	OR666653	https://www.ncbi.nlm.nih.gov/nuccore/OR666653
OR666654	OR666654	True	1.0	OR666654	https://www.ncbi.nlm.nih.gov/nuccore/OR666654
OR666655	OR666655	True	1.0	OR666655	https://www.ncbi.nlm.nih.gov/nuccore/OR666655
OR666656	OR666656,NC_038005,MG755804	True	1.0	NC_038005	https://www.ncbi.nlm.nih.gov/nuccore/OR666656
OR666657	OR666657	True	1.0	OR666657	https://www.ncbi.nlm.nih.gov/nuccore/OR666657
OR666658	OR666658	True	1.0	OR666658	https://www.ncbi.nlm.nih.gov/nuccore/OR666658
OR795085	OR795085,OR795086	True	1.0	OR795086	https://www.ncbi.nlm.nih.gov/nuccore/OR795085
OR805654	OR805654	True	1.0	OR805654	https://www.ncbi.nlm.nih.gov/nuccore/OR805654
OR830335	OR830335,NC_012097,FJ493498	True	1.0	FJ493498	https://www.ncbi.nlm.nih.gov/nuccore/OR830335
OR858607	OR858607,NC_082077,NC_082078,OR168118,OR168119	True	1.0	OR168118	https://www.ncbi.nlm.nih.gov/nuccore/OR858607
OR881974	OR881974,OR909680,OR909681,OR909682,OR909683,OR909684	True	1.0	OR909681	https://www.ncbi.nlm.nih.gov/nuccore/OR881974
OR909685	OR909685	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/OR909685
PP291739	PP291739,NC_054192,MN794236	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/PP291739
PP291740	PP291740	False	0.0		https://www.ncbi.nlm.nih.gov/nuccore/PP291740
PP728231	PP728231	True	1.0	PP728231	https://www.ncbi.nlm.nih.gov/nuccore/PP728231
PP906181	PP906181,NC_081972,OR128540,LC521919	True	1.0	OR128540	https://www.ncbi.nlm.nih.gov/nuccore/PP906181
PP942170	PP942170	True	1.0	PP942170	https://www.ncbi.nlm.nih.gov/nuccore/PP942170
PP949287	PP949287	True	1.0	PP949287	https://www.ncbi.nlm.nih.gov/nuccore/PP949287
PP962255	PP962255,PP727123	True	1.0	PP962255	https://www.ncbi.nlm.nih.gov/nuccore/PP962255
PP990793	PP990793	True	1.0	PP990793	https://www.ncbi.nlm.nih.gov/nuccore/PP990793
PQ010274	PQ010274,NC_058786,MW853966	True	1.0	NC_058786	https://www.ncbi.nlm.nih.gov/nuccore/PQ010274
PQ010275	PQ010275	True	1.0	PQ010275	https://www.ncbi.nlm.nih.gov/nuccore/PQ010275
PQ010276	PQ010276	True	1.0	PQ010276	https://www.ncbi.nlm.nih.gov/nuccore/PQ010276
PQ010277	PQ010277	True	1.0	PQ010277	https://www.ncbi.nlm.nih.gov/nuccore/PQ010277
PQ144585	PQ144585,PQ083144	True	1.0	PQ144585	https://www.ncbi.nlm.nih.gov/nuccore/PQ144585
PQ399789	PQ399789	True	1.0	PQ399789	https://www.ncbi.nlm.nih.gov/nuccore/PQ399789
PQ652170	PQ652170,NC_013359,GQ892829	True	1.0	NC_013359	https://www.ncbi.nlm.nih.gov/nuccore/PQ652170
PQ722531	PQ722531	True	1.0	PQ722531	https://www.ncbi.nlm.nih.gov/nuccore/PQ722531
